"","Species","Scientific","Old_LongTerm","Old_Current","Old_Range","Old_Priority","New_LongTerm","New_Current","New_Range","New_Priority","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","rangelci","rangemean","rangerci","Change_LongTerm","Change_Current","Change_Range","Change_Priority","Cat_LongTerm","Cat_Current","Cat_Range","Cat_Priority","First_Category"
"244","Watercock","Gallicrex cinerea","Trend Inconclusive","Stable","Moderate","Low","Trend Inconclusive","Stable","Large","Low",1.791265805986,67.559871331695,183.114556444316,-2.47892053472605,0.209943226490103,2.89880698770626,250904,251457,252010,"Trend Inconclusive","Stable","<span style='color:blue' title='(250,904, 251,457, 252,010) [Threshold: 250,000<x<1,000,000]'>Moderate → Large</span>","Low",NA,NA,"Moderate","Low","Moderate"
"245","Pacific Golden-Plover","Pluvialis fulva","Rapid Decline","Stable","Moderate","Moderate","Rapid Decline","Stable","Large","Moderate",-78.2668790355036,-69.6949134097713,-57.2807983541009,-2.36933239820509,0.0632890130284727,2.49591042426203,285297,285728,286159,"Rapid Decline","Stable","<span style='color:blue' title='(285,297, 285,728, 286,159) [Threshold: 250,000<x<1,000,000]'>Moderate → Large</span>","Moderate",NA,NA,"Moderate","Moderate","Moderate"
"246","Ruddy Turnstone","Arenaria interpres","Insufficient Data","Rapid Decline","Moderate","Moderate","Insufficient Data","Trend Inconclusive","Moderate","Moderate",NA,NA,NA,-8.37200213757635,-5.53958186092957,-2.70716158428278,53632,53879,54126,"Insufficient Data","<span style='color:black' title='(-8.4, -5.5, -2.7) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","Moderate","Moderate",NA,NA,"Moderate","Moderate","Moderate"
"247","Asian Woolly-necked Stork","Ciconia episcopus","Decline","Decline","Very Large","Moderate","Trend Inconclusive","Trend Inconclusive","Very Large","Moderate",-38.8250972380015,-26.8056886106988,-13.3404318565128,-2.88862049342255,-1.79611296969989,-0.703605445977235,1501643,1502230,1502817,"<span style='color:black' title='(-38.8, -26.8, -13.3) [Threshold: NA]'>Decline → Trend Inconclusive</span>","<span style='color:black' title='(-2.9, -1.8, -0.7) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Very Large","Moderate",NA,NA,NA,"Moderate","Moderate"
"248","Black-necked Stork","Ephippiorhynchus asiaticus","Decline","Trend Inconclusive","Moderate","Moderate","Decline","Stable","Moderate","Moderate",-65.1955243915612,-50.2474855493331,-31.3512609155499,-3.21244419472493,-0.637568661381468,1.93730687196199,235328,235871,236414,"Decline","<span style='color:blue' title='(-3.2, -0.6, 1.9) [Threshold: None]'>Trend Inconclusive → Stable</span>","Moderate","Moderate",NA,NA,"Moderate","Moderate","Moderate"
"249","Lesser Adjutant","Leptoptilos javanicus","Trend Inconclusive","Decline","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Moderate",-62.9356048410001,-44.6784845439736,-17.9103128812269,-5.13595932164659,-2.87423680894631,-0.612514296246029,232537,232924,233311,"Trend Inconclusive","<span style='color:black' title='(-5.1, -2.9, -0.6) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Moderate","Moderate",NA,NA,"Moderate","Moderate","Moderate"
"250","Spot-billed Pelican","Pelecanus philippensis","Stable","Rapid Decline","Moderate","Moderate","Trend Inconclusive","Rapid Decline","Moderate","Moderate",-24.992963975762,6.00258984480099,50.48596143662,-6.77541245815719,-5.3694706435201,-3.96352882888301,220987,221369,221751,"<span style='color:black' title='(-25.0, 6.0, 50.5) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Rapid Decline","Moderate","Moderate",NA,NA,"Moderate","Moderate","Moderate"
"251","Dalmatian Pelican","Pelecanus crispus","Insufficient Data","Rapid Decline","Moderate","Moderate","Insufficient Data","Trend Inconclusive","Moderate","Moderate",NA,NA,NA,-10.1112406892338,-5.19847130271231,-0.2857019161908,140699,141156,141613,"Insufficient Data","<span style='color:black' title='(-10.1, -5.2, -0.3) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","Moderate","Moderate",NA,NA,"Moderate","Moderate","Moderate"
"252","Black-winged Kite","Elanus caeruleus","Decline","Decline","Very Large","Moderate","Decline","Rapid Decline","Very Large","Moderate",-53.4246114425618,-48.0014161550768,-41.9069803086575,-4.39135011140676,-3.89229058443026,-3.39323105745376,2471065,2471535,2472005,"Decline","<span style='color:red' title='(-4.4, -3.9, -3.4) [Threshold: <-2.7]'>Decline → Rapid Decline</span>","Very Large","Moderate",NA,NA,NA,"Moderate","Moderate"
"253","Cinereous Vulture","Aegypius monachus","Rapid Decline","Trend Inconclusive","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Moderate",-80.5702041320875,-67.8345538287241,-46.3351261583203,-3.86835643196661,0.518748359696667,4.90585315135994,104884,105360,105836,"<span style='color:black' title='(-80.6, -67.8, -46.3) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","Trend Inconclusive","Moderate","Moderate",NA,NA,"Moderate","Moderate","Moderate"
"254","Legge's Hawk-Eagle","Nisaetus kelaarti","Insufficient Data","Insufficient Data","Restricted","Moderate","Insufficient Data","Insufficient Data","Moderate","Moderate",NA,NA,NA,NA,NA,NA,47271,47271,47271,"Insufficient Data","Insufficient Data","<span style='color:blue' title='(47,271, 47,271, 47,271) [Threshold: 42,500<x<250,000]'>Restricted → Moderate</span>","Moderate",NA,NA,NA,"Moderate","Moderate"
"255","Indian Spotted Eagle","Clanga hastata","Trend Inconclusive","Trend Inconclusive","Large","Moderate","Stable","Trend Inconclusive","Large","Moderate",-46.3547320741656,-23.0274918831155,11.64789442802,-4.43458780742414,-2.87063991957609,-1.30669203172804,385094,385739,386384,"<span style='color:blue' title='(-46.4, -23.0, 11.6) [Threshold: None]'>Trend Inconclusive → Stable</span>","Trend Inconclusive","Large","Moderate",NA,NA,NA,"Moderate","Moderate"
"256","White-eyed Buzzard","Butastur teesa","Trend Inconclusive","Decline","Large","Moderate","Decline","Rapid Decline","Very Large","Moderate",-54.8647467738168,-45.8160556241341,-34.3548193178892,-4.91438774777685,-4.18805922393332,-3.46173070008978,1083242,1083945,1084648,"<span style='color:red' title='(-54.9, -45.8, -34.4) [Threshold: -50<x<-25]'>Trend Inconclusive → Decline</span>","<span style='color:red' title='(-4.9, -4.2, -3.5) [Threshold: <-2.7]'>Decline → Rapid Decline</span>","<span style='color:blue' title='(1,083,242, 1,083,945, 1,084,648) [Threshold: x>1,000,000]'>Large → Very Large</span>","Moderate",NA,NA,NA,"Moderate","Moderate"
"257","Brown Fish-Owl","Ketupa zeylonensis","Decline","Decline","Large","Moderate","Trend Inconclusive","Decline","Large","Moderate",-52.6680026305709,-39.3478182864551,-19.8894552915861,-4.49777863710443,-3.42743875738504,-2.35709887766566,555041,555726,556411,"<span style='color:black' title='(-52.7, -39.3, -19.9) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Decline","Large","Moderate",NA,NA,NA,"Moderate","Moderate"
"258","Eurasian Hoopoe","Upupa epops","Decline","Trend Inconclusive","Very Large","Moderate","Decline","Decline","Very Large","Moderate",-51.3544450258329,-46.3812065376279,-40.653396650965,-2.80528514064579,-2.25113271748597,-1.69698029432616,2108790,2109267,2109744,"Decline","<span style='color:red' title='(-2.8, -2.3, -1.7) [Threshold: -2.7<x<-1.1]'>Trend Inconclusive → Decline</span>","Very Large","Moderate",NA,NA,NA,"Moderate","Moderate"
"259","Oriental Pied-Hornbill","Anthracoceros albirostris","Stable","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-23.1589546438031,13.198389251809,67.372041293075,-3.24149134757026,-0.424158065506031,2.3931752165582,158459,158905,159351,"<span style='color:black' title='(-23.2, 13.2, 67.4) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:black' title='(-3.2, -0.4, 2.4) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"260","Black-backed Dwarf-Kingfisher","Ceyx erithaca","Insufficient Data","Trend Inconclusive","Restricted","Moderate","Insufficient Data","Trend Inconclusive","Moderate","Moderate",NA,NA,NA,-7.05212582283838,-3.73102557518736,-0.409925327536333,41862,42187,42512,"Insufficient Data","Trend Inconclusive","<span style='color:blue' title='(41,862, 42,187, 42,512) [Threshold: 42,500<x<250,000]'>Restricted → Moderate</span>","Moderate",NA,NA,NA,"Moderate","Moderate"
"261","Crested Kingfisher","Megaceryle lugubris","Stable","Decline","Moderate","Moderate","Trend Inconclusive","Trend Inconclusive","Moderate","Moderate",-33.4641365368326,-4.5814602875614,42.381205407216,-5.04721852128204,-3.03315403893798,-1.01908955659392,148318,148772,149226,"<span style='color:black' title='(-33.5, -4.6, 42.4) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:black' title='(-5.0, -3.0, -1.0) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Moderate","Moderate",NA,NA,"Moderate","Moderate","Moderate"
"262","Blue-bearded Bee-eater","Nyctyornis athertoni","Trend Inconclusive","Stable","Moderate","Low","Stable","Stable","Large","Low",-30.3296044300749,-4.0205001030991,24.869334168393,-2.10219755494016,-0.174177190092651,1.75384317475486,388249,388796,389343,"<span style='color:blue' title='(-30.3, -4.0, 24.9) [Threshold: None]'>Trend Inconclusive → Stable</span>","Stable","<span style='color:blue' title='(388,249, 388,796, 389,343) [Threshold: 250,000<x<1,000,000]'>Moderate → Large</span>","Low",NA,NA,"Moderate","Low","Moderate"
"263","Chestnut-headed Bee-eater","Merops leschenaulti","Stable","Stable","Moderate","Low","Trend Inconclusive","Stable","Large","Low",-16.6392918196498,13.805179311445,53.673025875738,-1.65814434782932,0.602564414289836,2.86327317640899,268480,268837,269194,"<span style='color:black' title='(-16.6, 13.8, 53.7) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Stable","<span style='color:blue' title='(268,480, 268,837, 269,194) [Threshold: 250,000<x<1,000,000]'>Moderate → Large</span>","Low",NA,NA,"Moderate","Low","Moderate"
"264","Indian Roller","Coracias benghalensis","Decline","Decline","Very Large","Moderate","Decline","Rapid Decline","Very Large","Moderate",-48.2686681232454,-41.5195253109025,-34.0274917993598,-4.35572394398922,-3.76866234228992,-3.18160074059063,2295389,2295784,2296179,"Decline","<span style='color:red' title='(-4.4, -3.8, -3.2) [Threshold: <-2.7]'>Decline → Rapid Decline</span>","Very Large","Moderate",NA,NA,NA,"Moderate","Moderate"
"265","Indochinese Roller","Coracias affinis","Stable","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-7.0230363044375,39.206088454104,115.534232317532,-3.67164908353233,-0.945203572280437,1.78124193897146,145934,146348,146762,"<span style='color:black' title='(-7.0, 39.2, 115.5) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:black' title='(-3.7, -0.9, 1.8) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"266","Dollarbird","Eurystomus orientalis","Stable","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-26.9530390020739,25.549469313213,102.752982387715,-3.65737250414798,0.0337329960124714,3.72483849617292,154401,154867,155333,"<span style='color:black' title='(-27.0, 25.5, 102.8) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:black' title='(-3.7, 0.0, 3.7) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"267","Great Barbet","Psilopogon virens","Rapid Increase","Trend Inconclusive","Moderate","Low","Rapid Increase","Trend Inconclusive","Large","Low",86.663828005033,161.09484776941,271.844304174815,0.919471267486422,4.94075850880674,8.96204575012705,269205,269462,269719,"Rapid Increase","Trend Inconclusive","<span style='color:blue' title='(269,205, 269,462, 269,719) [Threshold: 250,000<x<1,000,000]'>Moderate → Large</span>","Low",NA,NA,"Moderate","Low","Moderate"
"268","Lineated Barbet","Psilopogon lineatus","Stable","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-12.6808082397006,23.183034444488,74.280141847411,-1.82204923190982,1.04694751774719,3.9159442674042,237451,237754,238057,"<span style='color:black' title='(-12.7, 23.2, 74.3) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:black' title='(-1.8, 1.0, 3.9) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"269","Gray-capped Pygmy Woodpecker","Yungipicus canicapillus","Stable","Stable","Moderate","Low","Trend Inconclusive","Stable","Moderate","Low",-21.2029498759533,9.679841159662,58.862292397972,-1.83971856974399,0.541950760453106,2.9236200906502,202577,203129,203681,"<span style='color:black' title='(-21.2, 9.7, 58.9) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Stable","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"270","Himalayan Woodpecker","Dendrocopos himalayensis","Trend Inconclusive","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-58.834668737938,-21.4174794500599,55.80825608019,-5.12861243148481,0.140218606016913,5.40904964351864,97267,97500,97733,"Trend Inconclusive","<span style='color:black' title='(-5.1, 0.1, 5.4) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"271","Streak-throated Woodpecker","Picus xanthopygaeus","Stable","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Stable","Large","Low",-14.611025743065,18.743140088558,66.525654727389,-2.51920494708174,-0.465614226163596,1.58797649475454,267263,267749,268235,"<span style='color:black' title='(-14.6, 18.7, 66.5) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:blue' title='(-2.5, -0.5, 1.6) [Threshold: None]'>Trend Inconclusive → Stable</span>","<span style='color:blue' title='(267,263, 267,749, 268,235) [Threshold: 250,000<x<1,000,000]'>Moderate → Large</span>","Low",NA,NA,"Moderate","Low","Moderate"
"272","Scaly-bellied Woodpecker","Picus squamatus","Insufficient Data","Stable","Moderate","Low","Insufficient Data","Trend Inconclusive","Moderate","Low",NA,NA,NA,-4.82478378328073,-1.38739407949445,2.04999562429184,118414,118812,119210,"Insufficient Data","<span style='color:black' title='(-4.8, -1.4, 2.0) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"273","Slaty-headed Parakeet","Psittacula himalayana","Stable","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-19.3420403741457,30.801288794303,123.382726692457,-3.64085466538599,0.754800136119146,5.15045493762428,119960,120246,120532,"<span style='color:black' title='(-19.3, 30.8, 123.4) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:black' title='(-3.6, 0.8, 5.2) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"274","Malabar Parakeet","Psittacula columboides","Trend Inconclusive","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-58.0352604010449,-12.1045383222444,80.485413667053,-4.49094092748702,1.88013393022379,8.2512087879346,120306,120306,120306,"Trend Inconclusive","<span style='color:black' title='(-4.5, 1.9, 8.3) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"275","Vernal Hanging-Parrot","Loriculus vernalis","Trend Inconclusive","Rapid Increase","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-16.6222209643182,21.01828379986,84.15586939866,0.0549213621367572,4.52145553646524,8.98798971079372,194717,194960,195203,"Trend Inconclusive","<span style='color:black' title='(0.1, 4.5, 9.0) [Threshold: NA]'>Rapid Increase → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"276","White-bellied Minivet","Pericrocotus erythropygius","Insufficient Data","Insufficient Data","Moderate","Moderate","Insufficient Data","Insufficient Data","Large","Moderate",NA,NA,NA,NA,NA,NA,265656,266477,267298,"Insufficient Data","Insufficient Data","<span style='color:blue' title='(265,656, 266,477, 267,298) [Threshold: 250,000<x<1,000,000]'>Moderate → Large</span>","Moderate",NA,NA,"Moderate","Moderate","Moderate"
"277","Long-tailed Minivet","Pericrocotus ethologus","Trend Inconclusive","Stable","Moderate","Low","Stable","Stable","Moderate","Low",-43.2326915938093,-20.0479430859679,8.759519428529,-3.35775953459726,-1.31732999914216,0.723099536312936,224983,225538,226093,"<span style='color:blue' title='(-43.2, -20.0, 8.8) [Threshold: None]'>Trend Inconclusive → Stable</span>","Stable","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"278","Indian Cuckooshrike","Coracina macei","Rapid Decline","Stable","Very Large","Moderate","Decline","Stable","Very Large","Moderate",-64.4877023098964,-57.1551243044534,-48.4051736352426,-1.7469545097063,-0.543412725385003,0.660129058936293,1194312,1194951,1195590,"<span style='color:blue' title='(-64.5, -57.2, -48.4) [Threshold: -50<x<-25]'>Rapid Decline → Decline</span>","Stable","Very Large","Moderate",NA,NA,NA,"Moderate","Moderate"
"279","Gray-backed Shrike","Lanius tephronotus","Trend Inconclusive","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-35.1172621739484,-1.8515510537663,49.495916378086,-3.03259695995656,0.160267531853167,3.3531320236629,214731,215095,215459,"Trend Inconclusive","<span style='color:black' title='(-3.0, 0.2, 3.4) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"280","Yellow-billed Blue-Magpie","Urocissa flavirostris","Increase","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-16.7328185513206,50.361147480797,190.640831136905,-4.0175146920106,0.280702852394132,4.57892039679887,123672,123926,124180,"<span style='color:black' title='(-16.7, 50.4, 190.6) [Threshold: NA]'>Increase → Trend Inconclusive</span>","Trend Inconclusive","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"281","Red-billed Blue-Magpie","Urocissa erythroryncha","Stable","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-34.4430316535778,18.995211069028,121.625573680814,-5.15469132865613,-0.572247946467034,4.01019543572206,96785,97085,97385,"<span style='color:black' title='(-34.4, 19.0, 121.6) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:black' title='(-5.2, -0.6, 4.0) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"282","Common Green-Magpie","Cissa chinensis","Trend Inconclusive","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",14.175350192663,77.232086863227,171.445925776675,-2.51587087109769,0.573330085481181,3.66253104206005,134052,134549,135046,"Trend Inconclusive","<span style='color:black' title='(-2.5, 0.6, 3.7) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"283","Gray Treepie","Dendrocitta formosae","Increase","Increase","Moderate","Low","Rapid Increase","Trend Inconclusive","Large","Low",52.255071131769,110.535825348368,186.762779674541,0.734575222989743,3.81282385430792,6.89107248562611,257052,257413,257774,"<span style='color:blue' title='(52.3, 110.5, 186.8) [Threshold: x>50]'>Increase → Rapid Increase</span>","<span style='color:black' title='(0.7, 3.8, 6.9) [Threshold: NA]'>Increase → Trend Inconclusive</span>","<span style='color:blue' title='(257,052, 257,413, 257,774) [Threshold: 250,000<x<1,000,000]'>Moderate → Large</span>","Low",NA,NA,"Moderate","Low","Moderate"
"284","Sultan Tit","Melanochlora sultanea","Insufficient Data","Stable","Moderate","Low","Insufficient Data","Trend Inconclusive","Moderate","Low",NA,NA,NA,-3.96659380577961,-0.539692086451291,2.88720963287702,69241,69674,70107,"Insufficient Data","<span style='color:black' title='(-4.0, -0.5, 2.9) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"285","Green-backed Tit","Parus monticolus","Stable","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-39.9369252969732,-3.1845425519866,53.943309900115,-2.73207307630897,0.708741667958405,4.14955641222578,185756,186006,186256,"<span style='color:black' title='(-39.9, -3.2, 53.9) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:black' title='(-2.7, 0.7, 4.1) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"286","Himalayan Black-lored Tit","Machlolophus xanthogenys","Trend Inconclusive","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-40.5281954610027,5.27541891733399,79.435032710011,-3.84170705733926,1.89566958174094,7.63304622082115,78575,78838,79101,"Trend Inconclusive","<span style='color:black' title='(-3.8, 1.9, 7.6) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"287","Ashy-crowned Sparrow-Lark","Eremopterix griseus","Decline","Trend Inconclusive","Very Large","Moderate","Decline","Decline","Very Large","Moderate",-59.8745670528343,-53.4212983332125,-45.29027565129,-3.97352852696018,-3.23038983256252,-2.48725113816486,1696234,1696770,1697306,"Decline","<span style='color:red' title='(-4.0, -3.2, -2.5) [Threshold: -2.7<x<-1.1]'>Trend Inconclusive → Decline</span>","Very Large","Moderate",NA,NA,NA,"Moderate","Moderate"
"288","Indian Bushlark","Plocealauda erythroptera","Decline","Decline","Large","Moderate","Trend Inconclusive","Decline","Very Large","Moderate",-47.8933434521567,-34.6721210186109,-18.3971367523916,-4.12511177846991,-3.03137166243914,-1.93763154640837,1030734,1031397,1032060,"<span style='color:black' title='(-47.9, -34.7, -18.4) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Decline","<span style='color:blue' title='(1,030,734, 1,031,397, 1,032,060) [Threshold: x>1,000,000]'>Large → Very Large</span>","Moderate",NA,NA,NA,"Moderate","Moderate"
"289","Crested Lark","Galerida cristata","Decline","Trend Inconclusive","Large","Moderate","Decline","Decline","Large","Moderate",-58.9406513300788,-45.4747628639272,-29.1674105280453,-4.13640930491347,-2.7684510363233,-1.40049276773312,471391,472014,472637,"Decline","<span style='color:red' title='(-4.1, -2.8, -1.4) [Threshold: -2.7<x<-1.1]'>Trend Inconclusive → Decline</span>","Large","Moderate",NA,NA,NA,"Moderate","Moderate"
"290","Himalayan Prinia","Prinia crinigera","Stable","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-20.5285525853554,32.14668322677,124.761370868806,-0.976741659879855,5.11992073747367,11.2165831348272,118153,118504,118855,"<span style='color:black' title='(-20.5, 32.1, 124.8) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Trend Inconclusive","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"291","Delicate Prinia","Prinia lepida","Trend Inconclusive","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Large","Low",-28.5028269893028,5.366874571118,50.795108741654,-1.20782606817974,1.96287688404951,5.13357983627877,293654,294344,295034,"Trend Inconclusive","<span style='color:black' title='(-1.2, 2.0, 5.1) [Threshold: NA]'>Stable → Trend Inconclusive</span>","<span style='color:blue' title='(293,654, 294,344, 295,034) [Threshold: 250,000<x<1,000,000]'>Moderate → Large</span>","Low",NA,NA,"Moderate","Low","Moderate"
"292","Yellow-bellied Prinia","Prinia flaviventris","Rapid Increase","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",89.94715155179,212.129097691558,411.631130885424,1.9054029650358,7.69579430261509,13.4861856401944,176082,176608,177134,"<span style='color:black' title='(89.9, 212.1, 411.6) [Threshold: NA]'>Rapid Increase → Trend Inconclusive</span>","Trend Inconclusive","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"293","Striated Grassbird","Megalurus palustris","Stable","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-16.2263528577345,27.790885517497,94.066507994707,1.1699217898902,6.77665423310002,12.3833866763098,188278,188718,189158,"<span style='color:black' title='(-16.2, 27.8, 94.1) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Trend Inconclusive","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"294","Ashy Bulbul","Hemixos flavala","Trend Inconclusive","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-25.5617625790674,15.614685533593,82.951670495155,-4.17193101426088,-1.2856389322451,1.60065314977068,160337,160763,161189,"Trend Inconclusive","<span style='color:black' title='(-4.2, -1.3, 1.6) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"295","Black-crested Bulbul","Rubigula flaviventris","Stable","Stable","Moderate","Low","Trend Inconclusive","Stable","Large","Low",-24.9568241054537,7.66959086425599,58.70627264217,-3.80253040170535,-1.49474549676237,0.813039408180616,250449,250864,251279,"<span style='color:black' title='(-25.0, 7.7, 58.7) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Stable","<span style='color:blue' title='(250,449, 250,864, 251,279) [Threshold: 250,000<x<1,000,000]'>Moderate → Large</span>","Low",NA,NA,"Moderate","Low","Moderate"
"296","Himalayan Bulbul","Pycnonotus leucogenys","Increase","Stable","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",16.9107780305,89.049362534557,201.406928670005,-3.90722016110835,-0.374256665364805,3.15870683037874,139280,139469,139658,"<span style='color:black' title='(16.9, 89.0, 201.4) [Threshold: NA]'>Increase → Trend Inconclusive</span>","<span style='color:black' title='(-3.9, -0.4, 3.2) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"297","Yellow-browed Warbler","Phylloscopus inornatus","Insufficient Data","Insufficient Data","Moderate","Low","Insufficient Data","Insufficient Data","Large","Low",NA,NA,NA,NA,NA,NA,261215,261629,262043,"Insufficient Data","Insufficient Data","<span style='color:blue' title='(261,215, 261,629, 262,043) [Threshold: 250,000<x<1,000,000]'>Moderate → Large</span>","Low",NA,NA,"Moderate","Low","Moderate"
"298","Gray-hooded Warbler","Phylloscopus xanthoschistos","Trend Inconclusive","Stable","Moderate","Low","Increase","Trend Inconclusive","Moderate","Low",35.424197417327,94.137608910501,188.385806680395,-1.83829358456061,1.39623092132789,4.63075542721639,236909,237214,237519,"<span style='color:blue' title='(35.4, 94.1, 188.4) [Threshold: 50>x>25]'>Trend Inconclusive → Increase</span>","<span style='color:black' title='(-1.8, 1.4, 4.6) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"299","Chestnut-headed Tesia","Cettia castaneocoronata","Stable","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-30.0663138645417,19.595199165902,101.161125445992,-2.28117174184477,2.72962998797217,7.74043171778911,118568,118991,119414,"<span style='color:black' title='(-30.1, 19.6, 101.2) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Trend Inconclusive","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
"300","Black-throated Tit","Aegithalos concinnus","Stable","Trend Inconclusive","Moderate","Low","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-41.1872899530499,-10.7773652069168,39.093429193764,-2.67603702187777,1.31417012513242,5.30437727214261,141789,142059,142329,"<span style='color:black' title='(-41.2, -10.8, 39.1) [Threshold: NA]'>Stable → Trend Inconclusive</span>","Trend Inconclusive","Moderate","Low",NA,NA,"Moderate","Low","Moderate"
