"","Species","Scientific","Old_LongTerm","Old_Current","Old_Range","Old_Priority","New_LongTerm","New_Current","New_Range","New_Priority","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","rangelci","rangemean","rangerci","Change_LongTerm","Change_Current","Change_Range","Change_Priority","Cat_LongTerm","Cat_Current","Cat_Range","Cat_Priority","First_Category"
"41","Desert Wheatear","Oenanthe deserti","Rapid Decline","Decline","Large","High","Decline","Decline","Large","Low",-66.360209457487,-51.8159192292778,-31.729564873714,-5.01404235374999,-3.32272996273105,-1.6314175717121,316132,316653,317174,"<span style='color:blue' title='(-66.4, -51.8, -31.7) [Threshold: -50<x<-25]'>Rapid Decline → Decline</span>","Decline","Large","<span style='color:blue'>High → Low</span>",NA,NA,NA,"High → Low","High → Low"
"42","Forest Wagtail","Dendronanthus indicus","Rapid Decline","Rapid Decline","Moderate","High","Trend Inconclusive","Trend Inconclusive","Moderate","Low",-92.2306529278077,-75.8242156835245,-15.6909344710027,-11.2879962124511,-6.26513609973254,-1.24227598701392,203566,203566,203566,"<span style='color:black' title='(-92.2, -75.8, -15.7) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","<span style='color:black' title='(-11.3, -6.3, -1.2) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","Moderate","<span style='color:blue'>High → Low</span>",NA,NA,"Moderate","High → Low","High → Low"
"43","Tawny Pipit","Anthus campestris","Rapid Decline","Rapid Decline","Large","High","Trend Inconclusive","Trend Inconclusive","Large","Low",-71.8302145112083,-47.2610290411813,2.763886572601,-7.70240618994259,-3.75286952524542,0.196667139451761,889239,889952,890665,"<span style='color:black' title='(-71.8, -47.3, 2.8) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","<span style='color:black' title='(-7.7, -3.8, 0.2) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","Large","<span style='color:blue'>High → Low</span>",NA,NA,NA,"High → Low","High → Low"
"44","Ruddy Shelduck","Tadorna ferruginea","Decline","Rapid Decline","Large","High","Decline","Decline","Very Large","Moderate",-52.2777146509609,-42.6929364077229,-31.55097005539,-4.49226214428061,-3.61474035777639,-2.73721857127217,1121701,1122201,1122701,"Decline","<span style='color:blue' title='(-4.5, -3.6, -2.7) [Threshold: -2.7<x<-1.1]'>Rapid Decline → Decline</span>","<span style='color:blue' title='(1,121,701, 1,122,201, 1,122,701) [Threshold: x>1,000,000]'>Large → Very Large</span>","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"45","Northern Shoveler","Spatula clypeata","Rapid Decline","Rapid Decline","Very Large","High","Decline","Rapid Decline","Very Large","Moderate",-65.74122607151,-57.3632271492899,-46.2351381706242,-6.64602155617761,-5.79870340558647,-4.95138525499532,1160078,1160602,1161126,"<span style='color:blue' title='(-65.7, -57.4, -46.2) [Threshold: -50<x<-25]'>Rapid Decline → Decline</span>","Rapid Decline","Very Large","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"46","Andaman Teal","Anas albogularis","Insufficient Data","Trend Inconclusive","Restricted","High","Insufficient Data","Trend Inconclusive","Restricted","Moderate",NA,NA,NA,-4.2656062851331,1.60680162591516,7.47920953696342,3217,3217,3217,"Insufficient Data","Trend Inconclusive","Restricted","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"47","Blood Pheasant","Ithaginis cruentus","Insufficient Data","Insufficient Data","Very Restricted","High","Insufficient Data","Insufficient Data","Restricted","Moderate",NA,NA,NA,NA,NA,NA,8283,8508,8733,"Insufficient Data","Insufficient Data","<span style='color:blue' title='(8,283, 8,508, 8,733) [Threshold: 7,500<x<42,500]'>Very Restricted → Restricted</span>","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"48","Cheer Pheasant","Catreus wallichii","Insufficient Data","Insufficient Data","Restricted","High","Insufficient Data","Insufficient Data","Moderate","Moderate",NA,NA,NA,NA,NA,NA,45819,46376,46933,"Insufficient Data","Insufficient Data","<span style='color:blue' title='(45,819, 46,376, 46,933) [Threshold: 42,500<x<250,000]'>Restricted → Moderate</span>","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"49","Swamp Francolin","Ortygornis gularis","Insufficient Data","Insufficient Data","Restricted","High","Insufficient Data","Insufficient Data","Moderate","Moderate",NA,NA,NA,NA,NA,NA,42519,42870,43221,"Insufficient Data","Insufficient Data","<span style='color:blue' title='(42,519, 42,870, 43,221) [Threshold: 42,500<x<250,000]'>Restricted → Moderate</span>","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"50","Great Crested Grebe","Podiceps cristatus","Rapid Decline","Decline","Moderate","High","Decline","Trend Inconclusive","Large","Moderate",-70.3097742669926,-58.2931814552056,-42.3689891229717,-4.37041102336575,-2.54386483513845,-0.717318646911163,286340,286859,287378,"<span style='color:blue' title='(-70.3, -58.3, -42.4) [Threshold: -50<x<-25]'>Rapid Decline → Decline</span>","<span style='color:black' title='(-4.4, -2.5, -0.7) [Threshold: NA]'>Decline → Trend Inconclusive</span>","<span style='color:blue' title='(286,340, 286,859, 287,378) [Threshold: 250,000<x<1,000,000]'>Moderate → Large</span>","<span style='color:blue'>High → Moderate</span>",NA,NA,"Moderate","High → Moderate","High → Moderate"
"51","Dark-rumped Swift","Apus acuticauda","Insufficient Data","Trend Inconclusive","Restricted","High","Insufficient Data","Trend Inconclusive","Restricted","Moderate",NA,NA,NA,-10.338900116304,-5.58464897521391,-0.830397834123827,22759,23619,24479,"Insufficient Data","Trend Inconclusive","Restricted","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"52","Demoiselle Crane","Grus virgo","Decline","Decline","Moderate","High","Trend Inconclusive","Decline","Moderate","Moderate",-80.6181300377223,-69.5846838293707,-51.5584283866109,-6.22222499109286,-4.2137629231813,-2.20530085526974,184464,184946,185428,"<span style='color:black' title='(-80.6, -69.6, -51.6) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Decline","Moderate","<span style='color:blue'>High → Moderate</span>",NA,NA,"Moderate","High → Moderate","High → Moderate"
"53","Great Thick-knee","Esacus recurvirostris","Rapid Decline","Rapid Decline","Large","High","Decline","Decline","Large","Moderate",-71.5526817239121,-59.4514882018829,-43.356131307261,-4.60549107994384,-2.96510725357382,-1.3247234272038,429171,429813,430455,"<span style='color:blue' title='(-71.6, -59.5, -43.4) [Threshold: -50<x<-25]'>Rapid Decline → Decline</span>","<span style='color:blue' title='(-4.6, -3.0, -1.3) [Threshold: -2.7<x<-1.1]'>Rapid Decline → Decline</span>","Large","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"54","Eurasian Oystercatcher","Haematopus ostralegus","Insufficient Data","Rapid Decline","Restricted","High","Insufficient Data","Trend Inconclusive","Restricted","Moderate",NA,NA,NA,-9.87314756132692,-6.73933690687958,-3.60552625243225,19986,20297,20608,"Insufficient Data","<span style='color:black' title='(-9.9, -6.7, -3.6) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","Restricted","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"55","Black-bellied Plover","Pluvialis squatarola","Rapid Decline","Decline","Moderate","High","Trend Inconclusive","Trend Inconclusive","Moderate","Moderate",-87.3821579226126,-78.9913042631937,-65.6153652137978,-5.19893040223116,-2.18636678047773,0.826196841275709,81705,82057,82409,"<span style='color:black' title='(-87.4, -79.0, -65.6) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","<span style='color:black' title='(-5.2, -2.2, 0.8) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Moderate","<span style='color:blue'>High → Moderate</span>",NA,NA,"Moderate","High → Moderate","High → Moderate"
"56","Little Ringed Plover","Thinornis dubius","Rapid Decline","Rapid Decline","Very Large","High","Decline","Decline","Very Large","Moderate",-55.685364366078,-49.9504835366863,-43.1550606439929,-3.77250934460179,-3.18208463668792,-2.59165992877404,1632861,1633443,1634025,"<span style='color:blue' title='(-55.7, -50.0, -43.2) [Threshold: -50<x<-25]'>Rapid Decline → Decline</span>","<span style='color:blue' title='(-3.8, -3.2, -2.6) [Threshold: -2.7<x<-1.1]'>Rapid Decline → Decline</span>","Very Large","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"57","Terek Sandpiper","Xenus cinereus","Rapid Decline","Rapid Decline","Moderate","High","Trend Inconclusive","Rapid Decline","Moderate","Moderate",-87.4721042113891,-79.8982262329816,-67.419996787238,-7.29805400305691,-5.25686613489449,-3.21567826673207,89740,90084,90428,"<span style='color:black' title='(-87.5, -79.9, -67.4) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","Rapid Decline","Moderate","<span style='color:blue'>High → Moderate</span>",NA,NA,"Moderate","High → Moderate","High → Moderate"
"58","Marsh Sandpiper","Tringa stagnatilis","Rapid Decline","Rapid Decline","Large","High","Decline","Rapid Decline","Large","Moderate",-62.9913200261724,-55.104166024214,-45.5310861335151,-5.30399264091292,-4.3954522460696,-3.48691185122628,608765,608765,608765,"<span style='color:blue' title='(-63.0, -55.1, -45.5) [Threshold: -50<x<-25]'>Rapid Decline → Decline</span>","Rapid Decline","Large","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"59","Spotted Redshank","Tringa erythropus","Rapid Decline","Rapid Decline","Large","High","Decline","Rapid Decline","Large","Moderate",-63.4094106129942,-50.9875830147737,-33.2904120893176,-6.15854167043089,-4.85273812387919,-3.54693457732749,661233,661949,662665,"<span style='color:blue' title='(-63.4, -51.0, -33.3) [Threshold: -50<x<-25]'>Rapid Decline → Decline</span>","Rapid Decline","Large","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"60","Common Greenshank","Tringa nebularia","Rapid Decline","Rapid Decline","Very Large","High","Rapid Decline","Decline","Very Large","Moderate",-63.3702909606003,-57.9811229655418,-51.0986938299411,-3.82032830366273,-3.05881520615354,-2.29730210864436,1343828,1344432,1345036,"Rapid Decline","<span style='color:blue' title='(-3.8, -3.1, -2.3) [Threshold: -2.7<x<-1.1]'>Rapid Decline → Decline</span>","Very Large","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"61","Ruff","Calidris pugnax","Decline","Rapid Decline","Large","High","Decline","Decline","Large","Moderate",-59.7879996936683,-48.495364805098,-33.3627618471377,-5.67037891783116,-4.35576457661219,-3.04115023539323,414365,414365,414365,"Decline","<span style='color:blue' title='(-5.7, -4.4, -3.0) [Threshold: -2.7<x<-1.1]'>Rapid Decline → Decline</span>","Large","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"62","Curlew Sandpiper","Calidris ferruginea","Rapid Decline","Decline","Moderate","High","Trend Inconclusive","Decline","Moderate","Moderate",-90.6022021852567,-85.8050356514129,-78.7048344088362,-6.35198560117066,-4.55760747384781,-2.76322934652497,121060,121462,121864,"<span style='color:black' title='(-90.6, -85.8, -78.7) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","Decline","Moderate","<span style='color:blue'>High → Moderate</span>",NA,NA,"Moderate","High → Moderate","High → Moderate"
"63","Dunlin","Calidris alpina","Rapid Decline","Rapid Decline","Moderate","High","Trend Inconclusive","Decline","Moderate","Moderate",-90.7421093305789,-84.8069910700439,-74.3545797352893,-7.0880188424066,-4.81818700592525,-2.54835516944389,119572,120094,120616,"<span style='color:black' title='(-90.7, -84.8, -74.4) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","<span style='color:blue' title='(-7.1, -4.8, -2.5) [Threshold: -2.7<x<-1.1]'>Rapid Decline → Decline</span>","Moderate","<span style='color:blue'>High → Moderate</span>",NA,NA,"Moderate","High → Moderate","High → Moderate"
"64","Little Tern","Sternula albifrons","Rapid Decline","Decline","Moderate","High","Rapid Decline","Stable","Moderate","Moderate",-77.1890515194352,-69.4853746806506,-59.3099651979505,-2.67707481205181,-0.703172542409917,1.27072972723198,189432,189944,190456,"Rapid Decline","<span style='color:blue' title='(-2.7, -0.7, 1.3) [Threshold: None]'>Decline → Stable</span>","Moderate","<span style='color:blue'>High → Moderate</span>",NA,NA,"Moderate","High → Moderate","High → Moderate"
"65","Gull-billed Tern","Gelochelidon nilotica","Rapid Decline","Rapid Decline","Moderate","High","Rapid Decline","Rapid Decline","Moderate","Moderate",-79.7202590422667,-71.7961230175635,-60.6595122342215,-6.77047733107968,-5.29823892756878,-3.82600052405789,232590,232972,233354,"Rapid Decline","Rapid Decline","Moderate","<span style='color:blue'>High → Moderate</span>",NA,NA,"Moderate","High → Moderate","High → Moderate"
"66","Whiskered Tern","Chlidonias hybrida","Rapid Decline","Rapid Decline","Large","High","Decline","Decline","Large","Moderate",-52.7838091848208,-43.3871269763788,-32.5678670950418,-4.71314879731286,-3.82385192096355,-2.93455504461424,674496,674971,675446,"<span style='color:blue' title='(-52.8, -43.4, -32.6) [Threshold: -50<x<-25]'>Rapid Decline → Decline</span>","<span style='color:blue' title='(-4.7, -3.8, -2.9) [Threshold: -2.7<x<-1.1]'>Rapid Decline → Decline</span>","Large","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"67","Sandwich Tern","Thalasseus sandvicensis","Insufficient Data","Rapid Decline","Restricted","High","Insufficient Data","Trend Inconclusive","Restricted","Moderate",NA,NA,NA,-9.63573494008876,-5.66323926908206,-1.69074359807536,26400,26677,26954,"Insufficient Data","<span style='color:black' title='(-9.6, -5.7, -1.7) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","Restricted","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"68","Greater Adjutant","Leptoptilos dubius","Insufficient Data","Insufficient Data","Restricted","High","Insufficient Data","Insufficient Data","Restricted","Moderate",NA,NA,NA,NA,NA,NA,36411,36742,37073,"Insufficient Data","Insufficient Data","Restricted","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"69","Great White Pelican","Pelecanus onocrotalus","Decline","Decline","Moderate","High","Trend Inconclusive","Decline","Moderate","Moderate",-49.0936097611638,-19.8402783216471,25.764647114822,-6.70959521310693,-4.85995887288295,-3.01032253265897,189503,189911,190319,"<span style='color:black' title='(-49.1, -19.8, 25.8) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Decline","Moderate","<span style='color:blue'>High → Moderate</span>",NA,NA,"Moderate","High → Moderate","High → Moderate"
"70","Eurasian Spoonbill","Platalea leucorodia","Rapid Decline","Rapid Decline","Large","High","Decline","Rapid Decline","Large","Moderate",-56.409042364896,-46.7785203377239,-34.7036436582654,-5.2914469463385,-4.29617474032072,-3.30090253430293,838592,839098,839604,"<span style='color:blue' title='(-56.4, -46.8, -34.7) [Threshold: -50<x<-25]'>Rapid Decline → Decline</span>","Rapid Decline","Large","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"71","Osprey","Pandion haliaetus","Rapid Decline","Rapid Decline","Large","High","Decline","Rapid Decline","Large","Moderate",-66.2404355904885,-57.1028229747699,-44.7402728026884,-5.3324325851594,-4.25772553493926,-3.18301848471913,889358,889976,890594,"<span style='color:blue' title='(-66.2, -57.1, -44.7) [Threshold: -50<x<-25]'>Rapid Decline → Decline</span>","Rapid Decline","Large","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"72","Bearded Vulture","Gypaetus barbatus","Rapid Decline","Rapid Decline","Moderate","High","Trend Inconclusive","Trend Inconclusive","Moderate","Moderate",-82.0638265349835,-67.2428847586737,-40.5983820693864,-7.09492672359404,-3.5649247449612,-0.034922766328354,157441,157812,158183,"<span style='color:black' title='(-82.1, -67.2, -40.6) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","<span style='color:black' title='(-7.1, -3.6, -0.0) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","Moderate","<span style='color:blue'>High → Moderate</span>",NA,NA,"Moderate","High → Moderate","High → Moderate"
"73","White-rumped Vulture","Gyps bengalensis","Rapid Decline","Decline","Moderate","High","Rapid Decline","Trend Inconclusive","Moderate","Moderate",-97.6448220281613,-97.0647114959912,-96.3595170490512,-3.95379889815021,-2.07462346838502,-0.195448038619821,245354,245854,246354,"Rapid Decline","<span style='color:black' title='(-4.0, -2.1, -0.2) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Moderate","<span style='color:blue'>High → Moderate</span>",NA,NA,"Moderate","High → Moderate","High → Moderate"
"74","Tawny Eagle","Aquila rapax","Rapid Decline","Rapid Decline","Moderate","High","Trend Inconclusive","Decline","Moderate","Moderate",-85.9627686477696,-75.6078594152145,-59.6509671400952,-7.40125410824407,-5.40950341378126,-3.41775271931846,76255,76255,76255,"<span style='color:black' title='(-86.0, -75.6, -59.7) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","<span style='color:blue' title='(-7.4, -5.4, -3.4) [Threshold: -2.7<x<-1.1]'>Rapid Decline → Decline</span>","Moderate","<span style='color:blue'>High → Moderate</span>",NA,NA,"Moderate","High → Moderate","High → Moderate"
"75","Western Marsh Harrier","Circus aeruginosus","Rapid Decline","Decline","Large","High","Decline","Decline","Very Large","Moderate",-65.2550516557647,-56.6072306520775,-46.3748172419758,-5.04375739716598,-3.98224341163423,-2.92072942610249,1105944,1106513,1107082,"<span style='color:blue' title='(-65.3, -56.6, -46.4) [Threshold: -50<x<-25]'>Rapid Decline → Decline</span>","Decline","<span style='color:blue' title='(1,105,944, 1,106,513, 1,107,082) [Threshold: x>1,000,000]'>Large → Very Large</span>","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"76","Pallid Harrier","Circus macrourus","Rapid Decline","Decline","Large","High","Trend Inconclusive","Trend Inconclusive","Large","Moderate",-88.1119912250116,-79.4468754335892,-63.1690532399941,-7.75730440483033,-5.14508659653877,-2.53286878824721,504761,505374,505987,"<span style='color:black' title='(-88.1, -79.4, -63.2) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","<span style='color:black' title='(-7.8, -5.1, -2.5) [Threshold: NA]'>Decline → Trend Inconclusive</span>","Large","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"77","Black-capped Kingfisher","Halcyon pileata","Rapid Decline","Rapid Decline","Moderate","High","Trend Inconclusive","Rapid Decline","Moderate","Moderate",-94.2097387138841,-90.1387635382609,-83.3873152464197,-7.84403893495329,-5.75174823327131,-3.65945753158934,54360,54360,54360,"<span style='color:black' title='(-94.2, -90.1, -83.4) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","Rapid Decline","Moderate","<span style='color:blue'>High → Moderate</span>",NA,NA,"Moderate","High → Moderate","High → Moderate"
"78","Yellow-crowned Woodpecker","Leiopicus mahrattensis","Rapid Decline","Decline","Large","High","Rapid Decline","Decline","Very Large","Moderate",-75.9965797059499,-70.816217415537,-64.5540832176434,-3.60989893449809,-2.57910104067753,-1.54830314685696,1110226,1110981,1111736,"Rapid Decline","Decline","<span style='color:blue' title='(1,110,226, 1,110,981, 1,111,736) [Threshold: x>1,000,000]'>Large → Very Large</span>","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"79","Andaman Drongo","Dicrurus andamanensis","Insufficient Data","Rapid Decline","Restricted","High","Insufficient Data","Stable","Restricted","Moderate",NA,NA,NA,-4.55153237136017,-1.99172867807246,0.568075015215252,5263,5277,5291,"Insufficient Data","<span style='color:blue' title='(-4.6, -2.0, 0.6) [Threshold: None]'>Rapid Decline → Stable</span>","Restricted","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"80","Rufous-vented Tit","Periparus rubidiventris","Insufficient Data","Rapid Decline","Restricted","High","Insufficient Data","Trend Inconclusive","Restricted","Moderate",NA,NA,NA,-10.2108939549853,-2.93784988780316,4.33519417937897,39415,39770,40125,"Insufficient Data","<span style='color:black' title='(-10.2, -2.9, 4.3) [Threshold: NA]'>Rapid Decline → Trend Inconclusive</span>","Restricted","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"81","Rufous-tailed Lark","Ammomanes phoenicura","Rapid Decline","Rapid Decline","Very Large","High","Rapid Decline","Rapid Decline","Very Large","Moderate",-76.2638517380015,-70.7302253877128,-64.1134407625965,-5.1882301603687,-4.25164606192623,-3.31506196348376,1165001,1165577,1166153,"Rapid Decline","Rapid Decline","Very Large","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"82","Broad-tailed Grassbird","Schoenicola platyurus","Insufficient Data","Insufficient Data","Restricted","High","Insufficient Data","Insufficient Data","Restricted","Moderate",NA,NA,NA,NA,NA,NA,12770,12957,13144,"Insufficient Data","Insufficient Data","Restricted","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"83","Sulphur-bellied Warbler","Phylloscopus griseolus","Decline","Rapid Decline","Large","High","Decline","Decline","Large","Moderate",-59.4034137315584,-46.9736472123125,-30.6845611675947,-4.90811089377842,-3.68501258529067,-2.46191427680293,518550,519295,520040,"Decline","<span style='color:blue' title='(-4.9, -3.7, -2.5) [Threshold: -2.7<x<-1.1]'>Rapid Decline → Decline</span>","Large","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"84","Brown-throated Fulvetta","Fulvetta ludlowi","Insufficient Data","Insufficient Data","Very Restricted","High","Insufficient Data","Insufficient Data","Restricted","Moderate",NA,NA,NA,NA,NA,NA,8595,8852,9109,"Insufficient Data","Insufficient Data","<span style='color:blue' title='(8,595, 8,852, 9,109) [Threshold: 7,500<x<42,500]'>Very Restricted → Restricted</span>","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
"85","Fulvous Parrotbill","Suthora fulvifrons","Insufficient Data","Insufficient Data","Very Restricted","High","Insufficient Data","Insufficient Data","Restricted","Moderate",NA,NA,NA,NA,NA,NA,6792,7147,7502,"Insufficient Data","Insufficient Data","<span style='color:blue' title='(6,792, 7,147, 7,502) [Threshold: 7,500<x<42,500]'>Very Restricted → Restricted</span>","<span style='color:blue'>High → Moderate</span>",NA,NA,NA,"High → Moderate","High → Moderate"
