EnglishName,CriteriaD_Category,CriteriaD_String,MinMaturePop,MaxMaturePop,MinPop,MaxPop,Min Breeding Pop Percent,Max Breeding Pop Percent,Male Ratio,Largest_Sub_Pop,MaxAOO,Locations,GenerationLength,OneGen,ThreeGen,TimeToVU,TimeToEN,TimeToCR,PlausibleThreat_VU,PlausibleThreat_NT,CR_D,EN_D,VU_D1,NT_D1,VU_D2,NT_D2,CR_D_triggers,EN_D_triggers,VU_D_triggers,NT_D_triggers
Oriental Cuckooshrike,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62,4.62,13.86,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Lesser Adjutant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.91,11.91,35.730000000000004,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Hen Harrier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186737,NA,8.29,8.29,24.869999999999997,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Red Junglefowl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,4.7,14.100000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Swamp Francolin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37121,NA,6.19,6.19,18.57,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Taiga Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17,3.17,9.51,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Aberrant Bush Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159976,NA,2.42,2.42,7.26,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Daurian Redstart,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52359,NA,2.86,2.86,8.58,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Delicate Prinia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,2.27,6.8100000000000005,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Greater Adjutant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21680,NA,12.84,12.84,38.519999999999996,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Kalij Pheasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.04,5.04,15.120000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Kentish Plover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,4.2,12.600000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Sand Lark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07,3.07,9.209999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Smew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,5.4,5.4,16.200000000000003,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Stork-billed Kingfisher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.88,4.88,14.64,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-browed Scimitar-Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209897,NA,3.56,3.56,10.68,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-tailed Stonechat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187074,NA,2.6,2.6,7.800000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Lesser Black-backed Gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.66,12.66,37.980000000000004,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Ashy-throated Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,2.34,7.02,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Ashy Wood-Pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84832,NA,4.85,4.85,14.549999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Barred Cuckoo-Dove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94970,NA,5.37,5.37,16.11,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Bay Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98758,NA,5.14,5.14,15.419999999999998,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-eared Shrike-Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90452,NA,2.56,2.56,7.68,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-backed Forktail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101646,NA,3.29,3.29,9.870000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-throated Sunbird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,7.199999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Blue-winged Minla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87,2.87,8.61,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Sikkim Treecreeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17375,NA,2.45,2.45,7.3500000000000005,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Chestnut-crowned Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124695,NA,2.35,2.35,7.050000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Chestnut-headed Tesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64,2.64,7.92,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Collared Falconet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140996,NA,3.26,3.26,9.78,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Crimson-breasted Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99167,NA,2.81,2.81,8.43,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Himalayan Cutia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105783,NA,3.83,3.83,11.49,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Dark-breasted Rosefinch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117434,NA,2.99,2.99,8.97,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Dark-rumped Rosefinch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27946,NA,2.68,2.68,8.040000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Darjeeling Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60852,NA,3.63,3.63,10.89,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Greater Necklaced Laughingthrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101723,NA,4.51,4.51,13.53,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Golden-throated Barbet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93091,NA,3.91,3.91,11.73,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Green-billed Malkoha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77,4.77,14.309999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Great Hornbill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838408,NA,21.12,21.12,63.36,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Common Green-Magpie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11,4.11,12.330000000000002,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Greater Yellownape,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.21,6.21,18.63,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey-bellied Tesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125931,NA,2.48,2.48,7.4399999999999995,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey-cheeked Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93017,NA,2.45,2.45,7.3500000000000005,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey-throated Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108222,NA,2.74,2.74,8.22,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Hodgson's Redstart,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57684,NA,2.77,2.77,8.31,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Hoary-throated Barwing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5154,NA,4.09,4.09,12.27,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
House Swift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98,4.98,14.940000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Large Niltava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111091,NA,3.16,3.16,9.48,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Little Bunting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96288,NA,2.61,2.61,7.83,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Lesser Racket-tailed Drongo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46,3.46,10.379999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mountain Imperial-Pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83633,NA,8.08,8.08,24.240000000000002,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Oriental Scops-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98,2.98,8.94,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Pale-headed Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85548,NA,4.26,4.26,12.78,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Lemon-rumped Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,2.37,7.11,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Pin-tailed Green-Pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117087,NA,5.31,5.31,15.93,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Plain Flowerpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,7.199999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Plain Flowerpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,7.199999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Pygmy Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79347,NA,3.05,3.05,9.149999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Pygmy Cupwing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127371,NA,2.66,2.66,7.98,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Red-billed Leiothrix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71,4.71,14.129999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Red-headed Trogon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106299,NA,4.3,4.3,12.899999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rufous-bellied Eagle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.02,9.02,27.06,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rufous-bellied Niltava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94,2.94,8.82,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rufous-capped Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75900,NA,2.49,2.49,7.470000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rufescent Prinia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75726,NA,2.1,2.1,6.300000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rufous Sibia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,3.65,10.95,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rufous-necked Laughingthrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81782,NA,3.92,3.92,11.76,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rufous-winged Fulvetta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98236,NA,2.63,2.63,7.89,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Scarlet Finch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127953,NA,3.01,3.01,9.03,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Scarlet-backed Flowerpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28,2.28,6.84,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Silver-eared Mesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.87,3.87,11.61,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Slaty-backed Forktail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110585,NA,3.46,3.46,10.379999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Snowy-browed Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167902,NA,2.95,2.95,8.850000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Upland Pipit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44376,NA,2.59,2.59,7.77,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-browed Fulvetta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84162,NA,2.74,2.74,8.22,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-browed Piculet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141791,NA,2.49,2.49,7.470000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-browed Shrike-Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53,3.53,10.59,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Whistler's Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,2.54,7.62,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-throated Bulbul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,3.6,10.8,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-tailed Nuthatch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56,2.56,7.68,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Yellow-browed Tit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93177,NA,2.16,2.16,6.48,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Yellow-bellied Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88433,NA,2.55,2.55,7.6499999999999995,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Ashy Bulbul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69,3.69,11.07,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Bengal Florican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17256,NA,11.03,11.03,33.089999999999996,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Blue-breasted Quail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29770,NA,3.05,3.05,9.149999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Blue-eared Kingfisher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467389,NA,3.49,3.49,10.47,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Brown Boobook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93,4.93,14.79,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Chestnut-capped Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197220,NA,2.75,2.75,8.25,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Chestnut Bunting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15944,NA,2.59,2.59,7.77,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Dark-sided Thrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24832,NA,3.54,3.54,10.620000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Eyebrowed Thrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539727,NA,3.6,3.6,10.8,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Jerdon's Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55068,NA,3.26,3.26,9.78,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Little Spiderhunter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2.75,8.25,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Little Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.02,10.02,30.06,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Long-billed Plover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12565,NA,4.03,4.03,12.09,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Scaly Thrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595008,NA,3.94,3.94,11.82,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Scaly Thrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595008,NA,3.94,3.94,11.82,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Striated Yuhina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85616,NA,2.73,2.73,8.19,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Thick-billed Green-Pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304002,NA,4.77,4.77,14.309999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Wreathed Hornbill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65754,NA,10.4,10.4,31.200000000000003,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Yellow-vented Flowerpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71044,NA,2.69,2.69,8.07,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Yellow-vented Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106494,NA,2.44,2.44,7.32,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-faced Bunting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38682,NA,2.42,2.42,7.26,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Blossom-headed Parakeet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47858,NA,6.68,6.68,20.04,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Blue-naped Pitta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85603,NA,4.23,4.23,12.690000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Great Crested Grebe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.06,5.06,15.18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Jerdon's Bushchat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43654,NA,2.67,2.67,8.01,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Lesser Necklaced Laughingthrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100187,NA,3.86,3.86,11.58,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Nepal Fulvetta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,2.55,7.6499999999999995,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rufous-fronted Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128844,NA,2.45,2.45,7.3500000000000005,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-cheeked Partridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59377,NA,4.73,4.73,14.190000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-hooded Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66981,NA,3.42,3.42,10.26,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Crested Finchbill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38402,NA,3.92,3.92,11.76,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Dark-rumped Swift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31479,NA,4.73,4.73,14.190000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Flavescent Bulbul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48968,NA,3.56,3.56,10.68,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Golden Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91860,NA,2.41,2.41,7.23,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey Sibia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31345,NA,3.83,3.83,11.49,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rusty-fronted Barwing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91370,NA,3.91,3.91,11.73,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Streak-breasted Scimitar-Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126737,NA,3.23,3.23,9.69,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Curlew Sandpiper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31,5.31,15.93,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
