EnglishName,CriteriaD_Category,CriteriaD_String,MinMaturePop,MaxMaturePop,MinPop,MaxPop,Min Breeding Pop Percent,Max Breeding Pop Percent,Male Ratio,Largest_Sub_Pop,MaxAOO,Locations,GenerationLength,OneGen,ThreeGen,TimeToVU,TimeToEN,TimeToCR,PlausibleThreat_VU,PlausibleThreat_NT,CR_D,EN_D,VU_D1,NT_D1,VU_D2,NT_D2,CR_D_triggers,EN_D_triggers,VU_D_triggers,NT_D_triggers
Plain Prinia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,2.06,6.18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Savanna Nightjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67,3.67,11.01,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-bellied Minivet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67,2.67,8.01,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black Drongo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.2,9.600000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Shikra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77,3.77,11.31,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Pallid Harrier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16,5.16,15.48,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Purple Sunbird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77,4.77,14.309999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rain Quail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,3.85,11.55,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Booted Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,2.26,6.779999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Common Tailorbird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,2.35,7.050000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Eurasian Wryneck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,7.800000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Ashy Prinia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,2.25,6.75,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Yellow-eyed Babbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79,2.79,8.370000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Streaked Weaver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15,3.15,9.45,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Indian Golden Oriole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73,3.73,11.19,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Eastern Barn Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86,6.86,20.580000000000002,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Eastern Barn Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86,6.86,20.580000000000002,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey Francolin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43,4.43,13.29,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Indian Bushlark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14,3.14,9.42,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Sykes's Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28,2.28,6.84,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-browed Fantail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,2.23,6.6899999999999995,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Zitting Cisticola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,2.06,6.18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Clamorous Reed Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87,2.87,8.61,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Yellow-browed Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49,2.49,7.470000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Indian Nightjar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,3.3,9.899999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Eastern Orphean Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,8.7,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Tricoloured Munia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,2.26,6.779999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Spotted Owlet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23,4.23,12.690000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Chinese Francolin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,NA,4.82,4.82,14.46,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Golden Eagle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.86,18.86,56.58,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Imperial Eagle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.53,16.53,49.59,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Common Swift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246063,NA,5.68,5.68,17.04,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Hill Pigeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59161,NA,4.82,4.82,14.46,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Roseate Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1097,NA,8.86,8.86,26.58,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Blue Rock-Thrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28,3.28,9.84,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Desert Wheatear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59,2.59,7.77,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Great Rosefinch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47254,NA,2.9,2.9,8.7,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Tibetan Sand-Plover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mistle Thrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68258,NA,4.6,4.6,13.799999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Wallcreeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,2.78,8.34,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Tickell's Leaf Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,2.54,7.62,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-headed Ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.94,10.94,32.82,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Bronze-winged Jacana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57,4.57,13.71,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Eastern Cattle-Egret,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,6.8,20.4,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Indian Cormorant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.76,5.76,17.28,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Indian Pond-Heron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99,4.99,14.97,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Intermediate Egret,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,5.35,16.049999999999997,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Lesser Whistling-Duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55,5.55,16.65,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Little Cormorant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82,4.82,14.46,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Little Egret,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,4.86,14.580000000000002,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Purple Heron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11,6.11,18.330000000000002,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Western Marsh Harrier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61,6.61,19.830000000000002,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Whiskered Tern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45,5.45,16.35,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Brown-breasted Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51,2.51,7.529999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Streak-throated Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,3.55,10.649999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Common Pochard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55,5.55,16.65,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Brahminy Starling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53,3.53,10.59,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Eurasian Sparrowhawk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24,5.24,15.72,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Large-billed Leaf Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,2.88,8.64,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Richard's Pipit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,2.54,7.62,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Jerdon's Baza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456812,NA,6.58,6.58,19.740000000000002,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rufous-naped Tit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69800,NA,2.7,2.7,8.100000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Blue-capped Redstart,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72,2.72,8.16,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey-crowned Goldfinch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91187,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Fire-fronted Serin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64,3.64,10.92,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Pied Wheatear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180270,NA,2.56,2.56,7.68,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Sulphur-bellied Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,2.65,7.949999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Yellow-breasted Greenfinch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,3.01,9.03,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Ferruginous Duck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,5.4,16.200000000000003,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Northern Pintail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69,5.69,17.07,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Eurasian Skylark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84746,NA,2.98,2.98,8.94,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Eurasian Crag-Martin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,8.7,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Green Sandpiper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.84,5.84,17.52,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Himalayan Snowcock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59167,NA,6.18,6.18,18.54,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Red-fronted Rosefinch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33417,NA,3.06,3.06,9.18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White Wagtail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26,3.26,9.78,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Kashmir Nutcracker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16974,NA,4.72,4.72,14.16,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Solitary Snipe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24026,NA,3.65,3.65,10.95,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Yellow-rumped Honeyguide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52607,NA,3.34,3.34,10.02,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Common Redshank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,5.6,16.799999999999997,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Eurasian Hobby,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69,4.69,14.07,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Northern House-Martin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727407,NA,3.4,3.4,10.2,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Common Merganser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259421,NA,6.23,6.23,18.69,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Pheasant-tailed Jacana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91,3.91,11.73,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-winged Grosbeak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67593,NA,3.55,3.55,10.649999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Wood Sandpiper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,3.08,9.24,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mallard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31,6.31,18.93,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Pink-browed Rosefinch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36,2.36,7.08,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Common Teal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64,5.64,16.919999999999998,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Northern Shoveler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64,4.64,13.919999999999998,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Greater Scaup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237869,NA,6.54,6.54,19.62,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Indian Black-lored Tit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Asian Openbill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,6.84,20.52,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Ashy Drongo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,3.05,9.149999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Brown-headed Gull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.33,9.33,27.990000000000002,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-capped Bunting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58,2.58,7.74,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Garganey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33,4.33,12.99,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Glossy Ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.56,8.56,25.68,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Grey Heron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.31,8.31,24.93,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Himalayan Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47,3.47,10.41,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Kashmir Nuthatch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9005,NA,2.64,2.64,7.92,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Osprey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78,9.78,29.339999999999996,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Pallas's Fish-Eagle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435838,NA,12.4,12.4,37.2,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Scaly-bellied Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61,3.61,10.83,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Tawny Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7318,NA,5.82,5.82,17.46,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
White-cheeked Nuthatch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52545,NA,2.31,2.31,6.93,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Besra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,12,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-headed Jay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61,4.61,13.830000000000002,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Long-eared Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8698,NA,5.76,5.76,17.28,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Tickell's Thrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77,3.77,11.31,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Long-billed Pipit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2.75,8.25,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Long-tailed Minivet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,2.96,8.879999999999999,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Rock Bunting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,2.78,8.34,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Tree Pipit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39,2.39,7.17,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black Stork,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.75,12.75,38.25,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
European Bee-eater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144320,NA,2.93,2.93,8.790000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mountain Chiffchaff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78539,NA,2.6,2.6,7.800000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Slaty-blue Flycatcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,8.7,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Western Crowned Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,8.100000000000001,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Baillon's Crake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81,2.81,8.43,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Bar-tailed Treecreeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,2.27,6.8100000000000005,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Black-and-yellow Grosbeak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41988,NA,3.9,3.9,11.7,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
