"eBird.English.Name.2022","eBird.Scientific.Name.2022","eBird.Code","Order","Family","SOIB.Concern.Status","SOIB.Long.Term.Status","SOIB.Current.Status","SOIB.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2023.lci","proj2023.mean","proj2023.rci","proj2024.lci","proj2024.mean","proj2024.rci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","SOIBv2.Long.Term.Status","SOIBv2.Current.Status","SOIBv2.Priority.Status"
"Blue-faced Malkoha","Phaenicophaeus viridirostris","blfmal1","Cuculiformes","Cuculidae (Cuckoos)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident",NA,NA,"Blue-faced Malkoha","Phaenicophaeus viridirostris","Blue-faced Malkoha","Phaenicophaeus viridirostris","Least Concern","Schedule-II","","",NA,"X","X","X",678,0.0825958702064897,0.430125368731563,0.533923303834808,14.2389380530973,0.520169623801963,-12.1058458901699,6.81050840805101,31.443117337991,-1.80414332768934,0.301663360046826,2.407470047783,84.9524959676421,97.8174770412213,112.774169280539,83.1083977328751,98.1392083622915,116.094118703156,81.25786654444,98.4708559768274,119.613665450693,79.4233574471872,98.8125203973786,123.313583484122,77.6171855474842,99.1643052089729,127.185088417924,75.8462579081211,99.5263171195768,131.225113385437,74.1144342466593,99.8986660120677,135.433956722925,"Stable","Stable","Low"
"Green-billed Malkoha","Phaenicophaeus tristis","grbmal1","Cuculiformes","Cuculidae (Cuckoos)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,"Green-billed Malkoha","Phaenicophaeus tristis","Green-billed Malkoha","Phaenicophaeus tristis","Least Concern","Schedule-II","","",NA,"X","X","X",270,0.0777777777777778,0.321296296296296,0.474074074074074,9.41111111111111,0.691077405208637,-17.1475789299075,9.210439407114,41.83680406639,-2.15162397794912,0.498718515262315,3.14906100847375,85.8065467215336,112.782498932354,148.613648480813,82.3995553158184,113.743872688477,157.563655040509,79.0367252548532,114.731725219828,167.331533307968,75.7611678387573,115.746631566123,177.913956640854,72.5943610822164,116.789187285821,189.333735622668,69.5464007241111,117.860009217763,201.629856930195,66.6211070284659,118.959736279816,214.852696134517,"Stable","eBird Data Indecisive","Low"
"Chestnut-winged Cuckoo","Clamator coromandus","chwcuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Summer Migrant & Localized Winter Migrant",NA,NA,"Chestnut-winged Cuckoo","Clamator coromandus","Chestnut-winged Cuckoo","Clamator coromandus","Least Concern","Schedule-II","","",NA,"","X","X",109,0.0642201834862385,0.197247706422018,0.229357798165138,18.0550458715596,1.20475076182623,NA,NA,NA,-3.9093201100924,5.78389572989735,15.4771115698871,65.8522115867255,106.387012185545,173.737757775622,63.4444635726797,111.593252448964,199.258068348964,61.0511295965633,117.14478932931,229.353899989108,58.7286659068526,123.067737223456,264.720679669228,56.5047835418658,129.390441765394,306.226052304458,54.3922201709923,136.143688997373,354.923404176836,52.3956134060077,143.36093579257,412.077820428402,"eBird Data Deficient","eBird Data Indecisive",NA
"Pied Cuckoo","Clamator jacobinus","piecuc1","Cuculiformes","Cuculidae (Cuckoos)","Low","Stable","Uncertain","Large","24 hour","Diurnal","Invertebrate","No","No","No","None","None","Resident & Summer Migrant",NA,NA,"Pied Cuckoo","Clamator jacobinus","Jacobin Cuckoo","Clamator jacobinus","Least Concern","Schedule-II","","",NA,"X","X","X",1742,0.0522388059701493,0.345795063145809,0.474741676234214,11.8949483352468,0.309566284189933,-39.2328912166075,-26.48194954662,-11.5274743789882,-1.42555260828932,0.668222600377303,2.76199780904393,78.2121380718319,94.054471848773,113.242124958999,76.1612206156368,94.6655242138532,117.863251877694,74.1047252433592,95.2882691191546,122.802753285628,72.069998022045,95.9228771208747,128.042070422235,70.0718934769308,96.5695225677977,133.575866045096,68.1186106789222,97.2283836780478,139.40621720558,66.2146059563239,97.8996426178219,145.539733532355,"eBird Data Indecisive","Stable","Low"
"Asian Koel","Eudynamys scolopaceus","asikoe2","Cuculiformes","Cuculidae (Cuckoos)","Low","Moderate Increase","Strong Increase","Very Large","24 hour","Diurnal","Fruit & Nect","No","No","No","None","None","Resident",1,NA,"Asian Koel","Eudynamys scolopaceus","Western Koel","Eudynamys scolopaceus","Least Concern","Schedule-II","","",NA,"X","X","X",3274,0.0760537568723274,0.450710140500916,0.558643860720831,9.27855833842395,0.216516538722221,48.151160787646,69.794673628924,94.97822665668,0.670353213777784,2.58591222261104,4.50147123144429,111.597598354112,122.970922737111,135.590455689517,112.407546916818,126.03760268174,141.446871064003,113.177494457157,129.188839871885,147.641957247919,113.926455208281,132.427151901169,154.170958559854,114.665630234337,135.755136213279,161.037657178964,115.402016660357,139.175472775089,168.250802130928,116.140217051016,142.690926843574,175.822340208832,"Increase","eBird Data Indecisive","Low"
"Asian Emerald Cuckoo","Chrysococcyx maculatus","asecuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Resident & Summer Migrant",NA,NA,"Asian Emerald Cuckoo","Chrysococcyx maculatus","Asian Emerald Cuckoo","Chrysococcyx maculatus","Least Concern","Schedule-II","","",NA,"","","",53,0.0188679245283019,0.25,0.245283018867925,13.3962264150943,1.7394593804932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Violet Cuckoo","Chrysococcyx xanthorhynchus","viocuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Resident & Summer Migrant",NA,NA,"Violet Cuckoo","Chrysococcyx xanthorhynchus","Violet Cuckoo","Chrysococcyx xanthorhynchus","Least Concern","Schedule-II","","",NA,"","","",50,0.04,0.2625,0.34,11.98,1.86362245103454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horsfield's Bronze-Cuckoo","Chrysococcyx basalis","hobcuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Uncertain",NA,1,"Horsfield's Bronze Cuckoo","Chrysococcyx basalis","Horsfield's Bronze-cuckoo","Chalcites basalis","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Banded Bay Cuckoo","Cacomantis sonneratii","babcuc2","Cuculiformes","Cuculidae (Cuckoos)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Resident & Local Migrant",NA,NA,"Banded Bay Cuckoo","Cacomantis sonneratii","Banded Bay Cuckoo","Cacomantis sonneratii","Least Concern","Schedule-II","","",NA,"X","X","X",436,0.0779816513761468,0.300745412844037,0.376146788990826,15.7247706422018,0.652148557097668,-64.3845066320555,-54.7437036571762,-42.8193874121977,5.23508059162568,9.60394629997907,13.9728120083325,138.303756729378,173.448255444734,218.066746545401,143.43835024765,187.327442658311,245.496573105435,148.62758508722,202.347836289081,276.76717840793,153.926614717228,218.60568175175,312.334204054368,159.371815525285,236.205537297229,352.741809954198,164.9895780012,255.261008370931,398.623641235302,170.800773051453,275.89554824882,450.709511681431,"Decline","eBird Data Indecisive","Moderate"
"Plaintive Cuckoo","Cacomantis merulinus","placuc1","Cuculiformes","Cuculidae (Cuckoos)","Moderate","Data Deficient","Uncertain","Restricted","24 hour","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Resident & Local Migrant",NA,NA,"Plaintive Cuckoo","Cacomantis merulinus","Plaintive Cuckoo","Cacomantis merulinus","Least Concern","Schedule-II","","",NA,"","X","X",282,0.0531914893617021,0.261968085106383,0.329787234042553,10.7659574468085,0.649384426218894,NA,NA,NA,-4.43802592428999,-1.68889569503463,1.06023453422073,80.0321180452457,99.2872065326287,123.538255621669,75.7628455659012,97.6887762897612,126.47822313325,71.6654963273015,96.1386519578437,129.680212869657,67.7633444234566,94.6353611171231,133.1088032753,64.0632597636564,93.1774858048487,136.746680765076,60.5638613776363,91.7636603920724,140.586413124704,57.2595304818497,90.3925695512762,144.626371792586,"eBird Data Deficient","eBird Data Indecisive","Moderate"
"Gray-bellied Cuckoo","Cacomantis passerinus","placuc3","Cuculiformes","Cuculidae (Cuckoos)","Low","Uncertain","Uncertain","Large","24 hour","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","None","Resident & Local Migrant",NA,NA,"Grey-bellied Cuckoo","Cacomantis passerinus","Grey-bellied Cuckoo","Cacomantis passerinus","Least Concern","Schedule-II","","",NA,"X","X","X",1199,0.0533778148457048,0.319120100083403,0.422018348623853,13.3686405337781,0.379065807925227,-14.0743120699553,4.692860414591,27.78297263039,5.58601169938448,9.14090292034252,12.6957941413006,156.101976315432,178.871391357387,205.188198246338,163.568522533112,192.056100138774,225.851638556797,171.298504471108,206.234116239453,248.805217655855,179.339717314574,221.481824223865,274.254974411084,187.728660013553,237.881596985602,302.444850437947,196.496203655812,255.522273815222,333.653904764283,205.670490832098,274.499677291489,368.196617240899,"Stable","eBird Data Indecisive","Low"
"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides","asidrc2","Cuculiformes","Cuculidae (Cuckoos)","Low","Data Deficient","Uncertain","Moderate","24 hour","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident & Local Migrant",NA,NA,"Fork-tailed Drongo Cuckoo","Surniculus dicruroides","Fork-tailed Drongo-cuckoo","Surniculus dicruroides","Least Concern","Schedule-II","","",NA,"","X","X",331,0.0241691842900302,0.310800604229607,0.462235649546828,17.0815709969789,0.704267651519183,NA,NA,NA,1.91213080278347,7.16466783732048,12.4172048718575,105.546991434771,133.891185613337,170.339028751434,106.722992108381,141.245503418903,187.689383711668,107.821202597417,149.036355082585,207.118807896559,108.885799967388,157.291273877664,228.805553717938,109.94312726645,166.039620391176,252.971550399578,111.009911161659,175.312709228177,279.87726476997,112.09740515747,185.143944842661,309.8210124643,"eBird Data Deficient","eBird Data Indecisive","Low"
"Square-tailed Drongo-Cuckoo","Surniculus lugubris","asidrc3","Cuculiformes","Cuculidae (Cuckoos)","Low","Data Deficient","Uncertain","Moderate","24 hour","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Summer Migrant",NA,NA,"Square-tailed Drongo Cuckoo","Surniculus lugubris","Square-tailed Drongo-cuckoo","Surniculus lugubris","Least Concern","Schedule-II","","",NA,"","X","X",130,0.0846153846153846,0.240384615384615,0.215384615384615,12.4076923076923,1.05767039292091,NA,NA,NA,-27.0108325814185,16.6360081199233,60.2828488212652,57.7762821187274,124.439468660409,277.518535420281,55.9054737752598,137.79523428181,356.467858664182,54.1012351246019,153.025367102772,461.694205211049,52.4327609472528,170.425988854633,602.096689663826,50.9307058983584,190.344605169477,789.915261007762,49.6065354902114,213.18965383858,1041.97289139354,48.4620811575367,239.44192795132,1381.42976478233,"eBird Data Deficient","eBird Data Indecisive","Low"
"Large Hawk-Cuckoo","Hierococcyx sparverioides","larhac2","Cuculiformes","Cuculidae (Cuckoos)","Low","Uncertain","Uncertain","Moderate","24 hour","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Local Migrant",NA,NA,"Large Hawk Cuckoo","Hierococcyx sparverioides","Large Hawk-cuckoo","Hierococcyx sparverioides","Least Concern","Schedule-II","","",NA,"X","X","X",270,0.0962962962962963,0.270833333333333,0.244444444444444,12.7666666666667,0.866473009850982,-47.9760863251174,-24.6882462742489,7.03981287205301,-3.64562261102503,-0.00148002917167879,3.64266255268167,59.1357433058775,81.1503142463233,111.726461852412,55.9144512981522,81.1864101982734,118.420895870478,52.8054364799347,81.2416779800033,125.758515343456,49.8382050826257,81.3161599377507,133.731843127103,47.0240792749625,81.4099128665721,142.356044972066,44.3651295947293,81.5230080715735,151.660166587959,41.8585871872222,81.6555314475248,161.682923408693,"Stable","eBird Data Indecisive","Low"
"Common Hawk-Cuckoo","Hierococcyx varius","cohcuc1","Cuculiformes","Cuculidae (Cuckoos)","Moderate","Moderate Decline","Uncertain","Very Large","24 hour","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident & Local Migrant",NA,NA,"Common Hawk Cuckoo","Hierococcyx varius","Common Hawk-cuckoo","Hierococcyx varius","Least Concern","Schedule-II","","",NA,"X","X","X",2333,0.0852978996999571,0.395199314187741,0.498499785683669,10.5533647663952,0.26692805906456,-38.7248939188734,-28.0076489480806,-15.3728826493421,1.16059371132535,3.3300941276214,5.49959454391746,107.612748391133,123.28422445475,141.373766402285,108.298140731104,127.128109145599,149.431936695062,108.924695582745,131.100751741133,158.074459155522,109.51817150192,135.206713044267,167.308186663849,110.093709696829,139.450723120202,177.152707978251,110.660732557558,143.837687838754,187.635590169598,111.225402263538,148.372695679028,198.790070576411,"eBird Data Indecisive","Increase","Low"
"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor","hodhac1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","None","Forest","Summer Migrant",NA,NA,"Hodgson's Hawk Cuckoo","Hierococcyx nisicolor","Whistling Hawk-cuckoo","Hierococcyx nisicolor","Least Concern","Schedule-II","","",NA,"","","",28,0.107142857142857,0.279761904761905,NA,13.1785714285714,1.82034896939306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesser Cuckoo","Cuculus poliocephalus","lescuc1","Cuculiformes","Cuculidae (Cuckoos)","Moderate","Data Deficient","Strong Decline","Moderate","24 hour","Diurnal","Invertebrate","No","No","No","None","Forest","Summer Migrant & Localized Winter Migrant",NA,NA,"Lesser Cuckoo","Cuculus poliocephalus","Lesser Cuckoo","Cuculus poliocephalus","Least Concern","Schedule-II","","",NA,"","X","X",126,0.103174603174603,0.191468253968254,0.23015873015873,13.7539682539683,1.24622350610173,NA,NA,NA,-3.10454190452872,2.05665066143269,7.2178432273941,71.5332111341173,110.298647335362,171.094887169211,67.4491679762984,112.326233584828,188.632868727416,63.5024631885675,114.432388836621,208.532807683736,59.7437145332123,116.620168231671,230.976018627815,56.1929623814079,118.892778845171,256.209886564565,52.8547280673499,121.253587662465,284.536926294869,49.7254581430317,123.706130031831,316.3120641876,"eBird Data Deficient","eBird Data Indecisive","Low"
"Indian Cuckoo","Cuculus micropterus","indcuc1","Cuculiformes","Cuculidae (Cuckoos)","Moderate","Moderate Decline","Strong Decline","Large","24 hour","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Summer Migrant & Localized Winter Migrant",NA,NA,"Indian Cuckoo","Cuculus micropterus","Indian Cuckoo","Cuculus micropterus","Least Concern","Schedule-II","","",NA,"X","X","X",672,0.087797619047619,0.277529761904762,0.227678571428571,13.4122023809524,0.531331530422061,-65.5051678397205,-56.2064757205213,-44.1571483981283,-4.88713400681449,-2.16947567218306,0.548182662448377,52.5823385916707,67.2519529720415,86.2324596544335,49.4038557975043,66.0254340155076,88.550919636214,46.3733412209317,64.8328122595007,91.0686189234574,43.5066278468549,63.6730578321092,93.7572170542916,40.8069662243415,62.5451767393112,96.6025055158685,38.271388866763,61.4482095105158,99.5979535562788,35.8938299178372,60.3812298997796,102.74150780336,"Decline","eBird Data Indecisive","Moderate"
"Himalayan Cuckoo","Cuculus saturatus","himcuc1","Cuculiformes","Cuculidae (Cuckoos)","Moderate","Data Deficient","Moderate Decline","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Summer Migrant",NA,NA,"Himalayan Cuckoo","Cuculus saturatus","Himalayan Cuckoo","Cuculus saturatus","Least Concern","Schedule-II","","",NA,"","X","X",137,0.138686131386861,0.311131386861314,0.211678832116788,12.6131386861314,0.928410958276297,NA,NA,NA,-4.11541128541409,1.3328168486215,6.7810449826571,59.3617827944748,88.7305819277825,133.44513138617,55.7536121399211,89.5238102070894,144.979356173983,52.2955610263377,90.3660901254016,157.94010778051,49.0227238685581,91.2586877324554,172.403321813719,45.9466649620096,92.2029462891729,188.487121669904,43.0672253209735,93.2002893267112,206.34177495802,40.3783249341727,94.2522238980836,226.145935051281,"eBird Data Deficient","eBird Data Indecisive","Low"
"Common Cuckoo","Cuculus canorus","comcuc","Cuculiformes","Cuculidae (Cuckoos)","Moderate","Moderate Decline","Moderate Decline","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","None","Summer Migrant & Passage Migrant",NA,NA,"Common Cuckoo","Cuculus canorus","Common Cuckoo","Cuculus canorus","Least Concern","Schedule-II","","",NA,"X","X","X",801,0.0724094881398252,0.266229712858926,0.348314606741573,13.8863920099875,0.462991803306737,-57.6631163956265,-46.4284498438611,-32.7779971070636,-1.23480540870339,1.68098156904234,4.59676854678807,77.2037913653452,98.41090443344,125.695398014193,75.1599713016824,100.061675521611,133.586820905698,73.0958564251435,101.753841508526,142.179154504114,71.0472491598971,103.488582867463,151.476944786289,69.0336862661083,105.267118643407,161.504605923742,67.0660293513853,107.090707836947,172.299101118001,65.150259813036,108.960650842485,183.906442892704,"Decline","Stable","Low"
"Sri Lanka Frogmouth","Batrachostomus moniliger","ceyfro1","Caprimulgiformes","Podargidae (Frogmouths)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","Yes","No","Western Ghats & Sri Lanka","Forest","Resident",NA,NA,"Sri Lanka Frogmouth","Batrachostomus moniliger","Sri Lanka Frogmouth","Batrachostomus moniliger","Least Concern","Schedule-I","","",NA,"","","",94,0.0425531914893617,0.357712765957447,0.436170212765957,20.1063829787234,0.940982001862917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodgson's Frogmouth","Batrachostomus hodgsoni","hodfro1","Caprimulgiformes","Podargidae (Frogmouths)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","None","Forest","Resident",1,NA,"Hodgson's Frogmouth","Batrachostomus hodgsoni","Hodgson's Frogmouth","Batrachostomus hodgsoni","Least Concern","Schedule-I","","",NA,"","","",19,NA,0.263157894736842,0.263157894736842,11.8947368421053,2.52543785914933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Great Eared-Nightjar","Lyncornis macrotis","grenig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","None","Forest","Resident & Summer Migrant",1,NA,"Great Eared Nightjar","Lyncornis macrotis","Great Eared-nightjar","Lyncornis macrotis","Least Concern","Schedule-II","","",NA,"","","",32,0.15625,0.27734375,0.34375,19.96875,2.23072748467559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jungle Nightjar","Caprimulgus indicus","grynig2","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident & Local Migrant",NA,NA,"Jungle Nightjar","Caprimulgus indicus","Jungle Nightjar","Caprimulgus indicus","Least Concern","Schedule-II","","",NA,"","","",476,0.0651260504201681,0.259453781512605,0.373949579831933,14.577731092437,0.612056636109653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray Nightjar","Caprimulgus jotaka","grynig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","None","None","Resident & Summer Migrant",NA,NA,"Grey Nightjar","Caprimulgus jotaka","Grey Nightjar","Caprimulgus jotaka","Least Concern","Schedule-II","","",NA,"","","",83,0.0963855421686747,0.262048192771084,0.240963855421687,13.6626506024096,1.31735000336738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Nightjar","Caprimulgus europaeus","eurnig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","None","Forest","Passage Migrant",NA,NA,"European Nightjar","Caprimulgus europaeus","European Nightjar","Caprimulgus europaeus","Least Concern","Schedule-II","","",NA,"","","",7,NA,0.404761904761905,0.714285714285714,17.8571428571429,2.6513895727838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sykes's Nightjar","Caprimulgus mahrattensis","syknig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","None","Open Habitat","Resident & Winter Migrant",1,NA,"Sykes's Nightjar","Caprimulgus mahrattensis","Sykes's Nightjar","Caprimulgus mahrattensis","Least Concern","Schedule-II","","",NA,"","","",53,0.0377358490566038,0.214622641509434,0.339622641509434,13.3396226415094,1.71736528023727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Large-tailed Nightjar","Caprimulgus macrurus","latnig2","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","None","Forest","Resident & Winter Migrant",NA,NA,"Large-tailed Nightjar","Caprimulgus macrurus","Large-tailed Nightjar","Caprimulgus macrurus","Least Concern","Schedule-II","","",NA,"","","",234,0.094017094017094,0.271367521367521,0.307692307692308,12.3760683760684,0.746969338914606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andaman Nightjar","Caprimulgus andamanicus","andnig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","Yes","Yes","No","Andaman Islands","Forest & Plantation","Resident",NA,NA,"Andaman Nightjar","Caprimulgus andamanicus","Andaman Nightjar","Caprimulgus andamanicus","Least Concern","Schedule-II","","",NA,"","","",13,NA,0.346153846153846,0.538461538461538,8.30769230769231,2.40444230556463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jerdon's Nightjar","Caprimulgus atripennis","jernig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident",NA,NA,"Jerdon's Nightjar","Caprimulgus atripennis","Jerdon's Nightjar","Caprimulgus atripennis","Least Concern","Schedule-II","","",NA,"","","",308,0.0422077922077922,0.329545454545455,0.441558441558442,16.4675324675325,0.736980018915814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian Nightjar","Caprimulgus asiaticus","indnig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","None","None","Resident",NA,NA,"Indian Nightjar","Caprimulgus asiaticus","Indian Nightjar","Caprimulgus asiaticus","Least Concern","Schedule-II","","",NA,"","","",991,0.0595358224016145,0.276740665993946,0.400605449041372,12.8002018163471,0.410496751439498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Savanna Nightjar","Caprimulgus affinis","savnig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","None","Grassland & Scrub","Resident & Local Migrant",NA,NA,"Savanna Nightjar","Caprimulgus affinis","Savanna Nightjar","Caprimulgus affinis","Least Concern","Schedule-II","","",NA,"","","",544,0.0404411764705882,0.225183823529412,0.299632352941176,13.2977941176471,0.567063257278633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-rumped Needletail","Zoonavena sylvatica","whrnee1","Caprimulgiformes","Apodidae (Swifts)","Moderate","Strong Decline","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest","Resident",NA,NA,"White-rumped Spinetail","Zoonavena sylvatica","White-rumped Spinetail","Zoonavena sylvatica","Least Concern","Schedule-II","","",NA,"X","X","X",151,0.158940397350993,0.383278145695364,0.43046357615894,19.8940397350993,0.941317677941604,-80.3337908680425,-72.4779427296405,-62.7036987121155,-6.18932773557621,-3.122504249869,-0.0556807641617816,50.7282871409599,69.4757800949519,95.4852332309161,46.4358317262545,67.2747817224598,97.9417747223626,42.455639053988,65.1602851982515,100.661671528762,38.7921298115586,63.1285216172826,103.604400342502,35.4341535417571,61.1759006427362,106.749655391961,32.363810402581,59.2990014888119,110.0881158492,29.5606495863963,57.494564383478,113.616883681088,"Rapid Decline","eBird Data Indecisive","Moderate"
"White-throated Needletail","Hirundapus caudacutus","whtnee","Caprimulgiformes","Apodidae (Swifts)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","None","Summer Migrant",NA,NA,"White-throated Needletail","Hirundapus caudacutus","White-throated Needletail","Hirundapus caudacutus","Least Concern","Schedule-II","","",NA,"","","",61,0.163934426229508,0.153688524590164,0.0491803278688525,14.5573770491803,1.53507096818444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
