"eBird.English.Name.2022","eBird.Scientific.Name.2022","eBird.Code","Order","Family","SOIB.Concern.Status","SOIB.Long.Term.Status","SOIB.Current.Status","SOIB.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2023.lci","proj2023.mean","proj2023.rci","proj2024.lci","proj2024.mean","proj2024.rci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","SOIBv2.Long.Term.Status","SOIBv2.Current.Status","SOIBv2.Priority.Status"
"Indian Robin","Copsychus fulicatus","indrob1","Passeriformes","Muscicapidae (Old World Flycatchers)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","None","Resident",NA,NA,"Indian Robin","Copsychus fulicatus","Indian Robin","Copsychus fulicatus","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",3041,0.0782637290365012,0.448248931272608,0.556724761591582,8.94146662282144,0.227431000345965,-2.8410087499169,12.175548569747,28.943165137116,-0.234752757810185,1.55947874789876,3.3537102536077,105.596831004776,115.743288900602,126.948243226384,105.487272744353,117.539017871311,131.087745870237,105.33831632761,119.370009380361,135.436785272946,105.167523239505,121.237051555018,139.984048499183,104.985124503796,123.140952128124,144.725820168189,104.797412310715,125.082538971042,149.662602440665,104.608437095478,127.062660642256,154.79743009491,"Stable","Stable","Low"
"Oriental Magpie-Robin","Copsychus saularis","magrob","Passeriformes","Muscicapidae (Old World Flycatchers)","Low","Stable","Stable","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","None","Resident",NA,NA,"Oriental Magpie Robin","Copsychus saularis","Oriental Magpie-robin","Copsychus saularis","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",3239,0.0932386539055264,0.453650818153751,0.563136770608212,9.23525779561593,0.217941460691416,10.774185126992,28.754828974599,47.173728399369,-0.642329888245126,1.04272697983416,2.72778384791344,96.5086253116469,105.317251092081,115.008612379952,96.0084463928765,106.424445986926,118.083085432445,95.4762805434713,107.54938259817,121.303978882203,94.927613721347,108.69237306278,124.659146407739,94.3714090187332,109.853735855655,128.143100086431,93.8131282348638,111.03379592906,131.753993878172,93.2562423282668,112.232884855384,135.492118446668,"eBird Data Indecisive","Stable","Low"
"White-rumped Shama","Copsychus malabaricus","whrsha","Passeriformes","Muscicapidae (Old World Flycatchers)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,"White-rumped Shama","Copsychus malabaricus","White-rumped Shama","Copsychus malabaricus","Least Concern","Schedule-II","Appendix I","Appendix II",NA,"X","X","X",709,0.0860366713681241,0.35172778561354,0.452750352609309,12.4527503526093,0.519154493183007,-22.6916596128342,-3.89111770047739,16.906662384157,-3.15905784269601,-1.26715250539986,0.624752831896297,81.3919495441956,90.8579206245886,101.519007698693,78.7840209160472,89.6959429156158,102.251259812224,76.227421187946,88.5574127691851,103.059808519556,73.7372323923021,87.4418076406944,103.925745843224,71.3206257892759,86.3486183208338,104.838272647579,68.9806179651967,85.2773485688069,105.790934472972,66.7179360577515,84.2275147563729,106.779748657288,"Stable","Stable","Low"
"Andaman Shama","Copsychus albiventris","andsha1","Passeriformes","Muscicapidae (Old World Flycatchers)","Moderate","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","","Yes","Yes","No","Andaman Islands","Forest & Plantation","Resident",NA,NA,"Andaman Shama","Copsychus albiventris","Andaman Shama","Copsychus albiventris","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",25,0.04,0.475,0.6,6.32,1.67737528299424,NA,NA,NA,-4.24385616017258,-0.0991233461275353,4.04560946791751,65.4325241073754,85.4373456740619,112.0715585569,62.6110876851692,85.6972162352112,118.04584948515,59.8666326834103,85.9848867275252,124.553145600136,57.2274034155206,86.3006208866345,131.582011284116,54.7054193468648,86.6447106509359,139.14049050426,52.3043716477746,87.0174765838376,147.248320463234,50.0235299423167,87.4192683424917,155.933158215368,"eBird Data Deficient","eBird Data Indecisive","Moderate"
"White-gorgeted Flycatcher","Anthipes monileger","whgfly1","Passeriformes","Muscicapidae (Old World Flycatchers)","Moderate","Data Deficient","Data Deficient",NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Altitudinal Migrant",NA,NA,"White-gorgeted Flycatcher","Anthipes monileger","White-gorgeted Flycatcher","Anthipes monileger","Least Concern","Schedule-II","","Appendix II",NA,"","","",32,0.21875,0.30859375,0.4375,12.46875,2.38915525925432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nilgiri Sholakili","Sholicola major","whbsho1","Passeriformes","Muscicapidae (Old World Flycatchers)","High","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Western Ghats","Forest & Plantation","Resident",NA,NA,"Nilgiri Sholakili","Sholicola major","Nilgiri Blue Sholakili","Sholicola major","Endangered","Schedule-I","","Appendix II",NA,"X","X","X",19,0.105263157894737,0.289473684210526,0.263157894736842,23,0.994224256063505,-10.046666332532,61.964824833696,192.626097687665,2.01279387679613,9.08910310295544,16.1654123291148,120.757782289168,186.952603664289,290.838583137037,120.415438321744,201.615377890919,339.856943397863,119.87351472983,217.520576025686,398.291873117423,119.228558129634,234.780552905109,467.764442336499,118.536653607639,253.518418006438,550.269341385442,117.831987455116,273.869119036382,648.2225317052,117.136241743258,295.980640035109,764.531570119267,"eBird Data Indecisive","eBird Data Indecisive","High"
"White-bellied Sholakili","Sholicola albiventris","whbsho3","Passeriformes","Muscicapidae (Old World Flycatchers)","High","Uncertain","Uncertain","Restricted","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Western Ghats","Forest & Plantation","Resident",NA,NA,"White-bellied Sholakili","Sholicola albiventris","White-bellied Sholakili","Sholicola albiventris","Vulnerable","Schedule-I","","Appendix II",NA,"X","X","X",16,0.1875,0.453125,0.5,21.9375,1.33256879121993,-35.5122517180318,49.30351695253,229.948714775469,-2.1813358468835,5.36995276612823,12.92124137914,148.892035789475,239.201986852293,387.928526355473,145.810054705711,254.886892627723,451.441191350018,142.590224174679,271.784486907444,527.193867951433,139.363527089017,289.998430963923,617.28523836906,136.201167613007,309.641977950089,724.319125660938,133.14247730671,330.83891922677,851.467338253362,130.20895801121,353.724629177279,1002.56555630321,"eBird Data Indecisive","eBird Data Indecisive","High"
"White-tailed Flycatcher","Cyornis concretus","whtfly2","Passeriformes","Muscicapidae (Old World Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Winter Migrant",NA,NA,"White-tailed Flycatcher","Leucoptilon concretum","White-tailed Flycatcher","Cyornis concretus","Least Concern","Schedule-II","","Appendix II",NA,"","","",14,0.0714285714285714,0.267857142857143,0.214285714285714,10,2.97745373922598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-bellied Blue Flycatcher","Cyornis pallidipes","wbbfly1","Passeriformes","Muscicapidae (Old World Flycatchers)","Moderate","Strong Decline","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Western Ghats","Forest","Resident",NA,NA,"White-bellied Blue Flycatcher","Cyornis pallidipes","White-bellied Blue-flycatcher","Cyornis pallidipes","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",159,0.207547169811321,0.464622641509434,0.515723270440252,19.8238993710692,0.769584997792247,-85.3055665472307,-80.4279187803881,-73.9265040046159,-7.24465594969574,-4.8641861226048,-2.48371629551385,50.2435200760697,59.7911882674609,71.3150329200639,46.0500851637776,56.529233565589,69.6126885719886,42.1839887230894,53.4587499014946,68.0338644093722,38.6338909209053,50.5678374151083,66.5509889228519,35.3812093922415,47.8453720376936,65.1473448588516,32.4048183923183,45.2809527802633,63.8120205876818,29.6832277274301,42.8648527369253,62.5374165934089,"Rapid Decline","Decline","High"
"Pale-chinned Blue Flycatcher","Cyornis poliogenys","pacblf1","Passeriformes","Muscicapidae (Old World Flycatchers)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,"Pale-chinned Flycatcher","Cyornis poliogenys","Pale-chinned Flycatcher","Cyornis poliogenys","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",137,0.131386861313869,0.280109489051095,0.372262773722628,9.78102189781022,0.977833806414401,NA,NA,NA,-4.34822437769404,-1.04062412626125,2.26697612517153,68.107145921745,91.0787139087434,122.217344863302,64.0889550525854,90.2766260268074,127.774690172242,60.2429200513942,89.5060850513004,133.838079496708,56.5964197668239,88.7664141513026,140.381525543733,53.1575320528384,88.0569680199232,147.401946518306,49.9246940089537,87.3771319102211,154.909502965241,46.8914499677915,86.7263207216937,162.922871804354,"eBird Data Deficient","eBird Data Indecisive","Low"
"Pale Blue Flycatcher","Cyornis unicolor","pabfly2","Passeriformes","Muscicapidae (Old World Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Altitudinal Migrant",NA,NA,"Pale Blue Flycatcher","Cyornis unicolor","Pale Blue-flycatcher","Cyornis unicolor","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",95,0.0736842105263158,0.260526315789474,0.284210526315789,11.1157894736842,1.23643796327863,NA,NA,NA,-7.47883648833112,-3.3031230493333,0.87259038966451,37.6480885949385,56.6962743678175,86.0248437643918,33.9933208589988,55.0732389467697,90.1603453196302,30.6519769610152,53.5235652425148,94.7719839465991,27.6222727858142,52.0436842970599,99.8376741947476,24.8876595598447,50.6302252107498,105.358688440124,22.4258148947233,49.2800033320206,111.350156029729,20.2128173997136,47.990009205741,117.836497754792,"eBird Data Deficient","eBird Data Indecisive",NA
"Blue-throated Flycatcher","Cyornis rubeculoides","butfly1","Passeriformes","Muscicapidae (Old World Flycatchers)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Within-India Migrant",NA,NA,"Blue-throated Flycatcher","Cyornis rubeculoides","Blue-throated Blue-flycatcher","Cyornis rubeculoides","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",388,0.0644329896907216,0.31701030927835,0.322164948453608,16.4407216494845,0.675846503624362,-51.1225263917531,-35.1082902876294,-14.620146783626,-2.85373352608268,-0.187104834975332,2.47952385613201,86.2293866401416,100.849068116209,118.144497703334,83.7475368825666,100.724797111413,121.425607085406,81.2918382049443,100.61696513151,124.92417852017,78.8865092749314,100.525497295525,128.617260813935,76.5439559130276,100.450326367056,132.494210555291,74.2703425715768,100.391392685667,136.551123745427,72.0683657211527,100.348644103978,140.788066861106,"eBird Data Indecisive","Stable","Low"
"Large Blue Flycatcher","Cyornis magnirostris","larblf1","Passeriformes","Muscicapidae (Old World Flycatchers)","High","Data Deficient","Data Deficient","Data Deficient","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Summer Migrant",1,NA,"Large Blue Flycatcher","Cyornis magnirostris","Large Blue-flycatcher","Cyornis magnirostris","Near Threatened","Schedule-I","","Appendix II",NA,"","","X",6,NA,0.444444444444444,NA,12.1666666666667,2.92544545515911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient",NA
"Hill Blue Flycatcher","Cyornis whitei","hibfly1","Passeriformes","Muscicapidae (Old World Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Summer Migrant & Localized Winter Migrant",NA,NA,"Hill Blue Flycatcher","Cyornis whitei","Hill Blue-flycatcher","Cyornis whitei","Least Concern","Schedule-II","","Appendix II",NA,"","","",4,NA,0.285714285714286,NA,8.75,6.21740299482027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tickell's Blue Flycatcher","Cyornis tickelliae","tibfly3","Passeriformes","Muscicapidae (Old World Flycatchers)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident",NA,NA,"Tickell's Blue Flycatcher","Cyornis tickelliae","Tickell's Blue-flycatcher","Cyornis tickelliae","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",1172,0.0767918088737201,0.417982081911263,0.517918088737201,12.2918088737201,0.394511630523884,8.77103075737099,29.994846238806,57.543467835929,0.46916170060856,2.77216988412847,5.07517806764837,114.945910751886,128.57100009653,143.943170787179,115.665692853072,131.997882416056,150.828847672714,116.338026073211,135.527700549005,158.152985657793,116.985661504502,139.163820834672,165.91372858951,117.621996699726,142.909727430674,174.119770314274,118.255395686601,146.769026673273,182.786105758846,118.891355325131,150.745451606807,191.931940045432,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Nicobar Jungle-Flycatcher","Cyornis nicobaricus","nicjuf1","Passeriformes","Muscicapidae (Old World Flycatchers)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","","Yes","Yes","No","Nicobar Islands","Forest","Resident",NA,NA,"Nicobar Jungle Flycatcher","Cyornis nicobaricus","Nicobar Jungle-flycatcher","Cyornis nicobaricus","Near Threatened","Schedule-II","","Appendix II",NA,"","","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Large Niltava","Niltava grandis","larnil1","Passeriformes","Muscicapidae (Old World Flycatchers)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","None","Forest","Resident",NA,NA,"Large Niltava","Niltava grandis","Large Niltava","Niltava grandis","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",106,0.122641509433962,0.324292452830189,0.386792452830189,10.311320754717,1.15854307135232,NA,NA,NA,-6.67386640322189,-3.54333616256619,-0.412805921910496,38.8377063645425,57.9733124481907,87.0213617275418,35.1019407874798,56.2805120403519,90.9410511170889,31.6765985348417,54.6521768903325,95.2783550621499,28.5621097710423,53.0855358508612,100.003243326632,25.7436223633959,51.5779492967937,105.108055105229,23.2000868421295,50.1269023653098,110.597889987616,20.9085112328054,48.7299985684226,116.485917020054,"eBird Data Deficient","eBird Data Indecisive","Low"
"Small Niltava","Niltava macgrigoriae","smanil1","Passeriformes","Muscicapidae (Old World Flycatchers)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Resident & Local Migrant",NA,NA,"Small Niltava","Niltava macgrigoriae","Small Niltava","Niltava macgrigoriae","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",236,0.13135593220339,0.355402542372881,0.436440677966102,11.1525423728814,0.798224117025602,-27.7791243545778,-7.4436645283658,20.013428511979,-3.66906148387038,-1.26587348053477,1.13731452280084,65.0897917177497,82.5045149202181,104.794806107721,61.6602352551573,81.5445552850325,108.151760439152,58.354300727385,80.6068028652094,111.774099343339,55.195257835232,79.6907568866646,115.631660358127,52.1915515904365,78.7959308132311,119.710446658592,49.3440729557746,77.9218519350449,124.005312624558,46.6497490527414,77.0680609703715,128.516335637467,"Stable","Stable","Low"
"Rufous-bellied Niltava","Niltava sundara","rubnil1","Passeriformes","Muscicapidae (Old World Flycatchers)","Moderate","Uncertain","Strong Decline","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Altitudinal Migrant",NA,NA,"Rufous-bellied Niltava","Niltava sundara","Rufous-bellied Niltava","Niltava sundara","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",230,0.160869565217391,0.346739130434783,0.369565217391304,12.1347826086957,0.778286629533809,-40.1681718008829,-22.2917952409341,1.15375180239,-4.4209923716709,-1.91191285270856,0.59716666625377,59.2764828575289,74.0485888252091,92.7081793376614,55.9662893685518,72.746624002707,94.8517089208434,52.7959196625493,71.4792450852779,97.1763137787682,49.7827242192307,70.2454421604308,99.6527292583818,46.9313725446557,69.0442385574199,102.265631425999,44.2401851218494,67.8746896750522,105.007233537173,41.7042465750653,66.7358818537962,107.874107788198,"Stable","eBird Data Indecisive","Low"
"Chinese Vivid Niltava","Niltava oatesi","vivnil2","Passeriformes","Muscicapidae (Old World Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Summer Migrant & Localized Winter Migrant",NA,1,"Chinese Vivid Niltava","Niltava oatesi","Large Vivid Niltava","Niltava oatesi","Least Concern","Schedule-II","","Appendix II",NA,"","","",2,NA,0.7,0.5,13.5,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blue-and-white Flycatcher","Cyanoptila cyanomelana","bawfly2","Passeriformes","Muscicapidae (Old World Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Winter Migrant",NA,1,"Blue-and-white Flycatcher","Cyanoptila cyanomelana","Blue-and-white Flycatcher","Cyanoptila cyanomelana","Least Concern","Schedule-II","","Appendix II",NA,"","","",1,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zappey's Flycatcher","Cyanoptila cumatilis","zapfly1","Passeriformes","Muscicapidae (Old World Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Uncertain",NA,1,"Zappey's Flycatcher","Cyanoptila cumatilis","Zappey's Flycatcher","Cyanoptila cumatilis","Near Threatened","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nilgiri Flycatcher","Eumyias albicaudatus","nilfly2","Passeriformes","Muscicapidae (Old World Flycatchers)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Western Ghats","Forest & Plantation","Resident",NA,NA,"Nilgiri Flycatcher","Eumyias albicaudatus","Nilgiri Flycatcher","Eumyias albicaudatus","Least Concern","Schedule-II","","Appendix II",NA,"","","X",57,0.315789473684211,0.467105263157895,0.456140350877193,22.4736842105263,0.792770426551813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Verditer Flycatcher","Eumyias thalassinus","verfly4","Passeriformes","Muscicapidae (Old World Flycatchers)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Within-India Migrant & Winter Migrant",NA,NA,"Verditer Flycatcher","Eumyias thalassinus","Verditer Flycatcher","Eumyias thalassinus","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",1198,0.0901502504173623,0.364670283806344,0.467445742904841,12.6051752921536,0.378439161299172,-32.9166445122549,-18.7425761629634,-2.9056702904458,-3.16499058933625,-1.46201621913544,0.240958151065361,80.286915362276,89.0164815235249,98.772317096176,77.6400690688071,87.6888915705342,99.1460940506115,75.0495799350773,86.3882415371499,99.5848538611651,72.5291506052902,85.113922869562,100.070853288007,70.085143488294,83.8653423471225,100.593877824815,67.7200715297507,82.6419216672461,101.147743046025,65.4343309083496,81.4430970423411,101.728554409538,"eBird Data Indecisive","Stable","Low"
"Rusty-bellied Shortwing","Brachypteryx hyperythra","rubsho1","Passeriformes","Muscicapidae (Old World Flycatchers)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Eastern Himalayas","Forest","Resident & Local Migrant",NA,NA,"Rusty-bellied Shortwing","Brachypteryx hyperythra","Rusty-bellied Shortwing","Brachypteryx hyperythra","Near Threatened","Schedule-II","","Appendix II",NA,"X","X","X",22,0.0909090909090909,0.244318181818182,0.272727272727273,13.5454545454545,2.73175228075607,-90.5167920746484,-77.408242127772,-41.8184048738782,-9.26070018767799,-5.20776600173903,-1.15483181580006,52.7814560349159,92.534482780986,164.649815466717,44.801869883553,86.7934922138789,171.645837111054,37.9723647634391,81.4854075090857,179.749709210164,32.1689048774644,76.5739531876519,188.896212630797,27.255741129051,72.0261496263941,199.085588418059,23.1041413388124,67.811993946101,210.357469329446,19.5989389074276,63.9041734946977,222.778659975143,"eBird Data Indecisive","eBird Data Indecisive","Moderate"
"Gould's Shortwing","Brachypteryx stellata","gousho1","Passeriformes","Muscicapidae (Old World Flycatchers)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Omnivore","No","No","Yes","Eastern Himalayas","Forest","Resident & Altitudinal Migrant",NA,NA,"Gould's Shortwing","Heteroxenicus stellatus","Gould's Shortwing","Heteroxenicus stellatus","Least Concern","Schedule-II","","Appendix II",NA,"","","X",12,0.0833333333333333,0.261904761904762,0.25,13.25,3.02417381655342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Lesser Shortwing","Brachypteryx leucophris","lessho1","Passeriformes","Muscicapidae (Old World Flycatchers)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Altitudinal Migrant",NA,NA,"Lesser Shortwing","Brachypteryx leucophris","Lesser Shortwing","Brachypteryx leucophris","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",97,0.0309278350515464,0.286082474226804,0.381443298969072,11.5360824742268,1.23483189103962,NA,NA,NA,-1.90717877112071,3.35885399976979,8.62488677066029,92.545126192765,126.420050820208,173.539546604231,90.3792132443748,130.512899839056,189.754036055646,88.1760141039729,134.789308777264,207.927913871836,85.989273361594,139.258598903343,228.201778347143,83.8479864799673,143.930620568446,250.765218914907,81.7679803420527,148.815785770457,275.848162516493,79.7577123870642,153.925102864447,303.71838469841,"eBird Data Deficient","eBird Data Indecisive","Low"
"Himalayan Shortwing","Brachypteryx cruralis","whbsho4","Passeriformes","Muscicapidae (Old World Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Altitudinal Migrant",1,NA,"Himalayan Shortwing","Brachypteryx cruralis","Himalayan Shortwing","Brachypteryx cruralis","Least Concern","Schedule-II","","Appendix II",NA,"","","X",37,0.162162162162162,0.25,0.459459459459459,12.4594594594595,2.10966522919423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient",NA
"Indian Blue Robin","Larvivora brunnea","inbrob1","Passeriformes","Muscicapidae (Old World Flycatchers)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Within-India Migrant & Winter Migrant",1,NA,"Indian Blue Robin","Larvivora brunnea","Indian Blue Robin","Larvivora brunnea","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",265,0.120754716981132,0.337264150943396,0.381132075471698,17.4981132075472,0.784372841429234,-63.3769710484055,-52.6087792061767,-36.1251282033854,-2.09175581786481,0.870309963407948,3.8323757446807,115.339825897316,163.329565077153,231.983847767251,110.246788591035,166.171110066129,251.515775161562,105.222171929693,169.095830305933,273.271213062956,100.340241197319,172.106372130849,297.352643330248,95.6374639554628,175.205479130007,323.922039599043,91.1304746318855,178.395995988486,353.185035702422,86.8250298417185,181.680872491206,385.384355841112,"Decline","eBird Data Indecisive","Moderate"
"Siberian Blue Robin","Larvivora cyane","sibrob","Passeriformes","Muscicapidae (Old World Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Winter Migrant",NA,NA,"Siberian Blue Robin","Larvivora cyane","Siberian Blue Robin","Larvivora cyane","Least Concern","Schedule-II","","Appendix II",NA,"","","",2,NA,0.5,0.5,22,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-bellied Redstart","Luscinia phaenicuroides","whbred1","Passeriformes","Muscicapidae (Old World Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Alpine & Cold Desert","Altitudinal Migrant",NA,NA,"White-bellied Redstart","Luscinia phaenicuroides","White-bellied Redstart","Luscinia phaenicuroides","Least Concern","Schedule-II","","Appendix II",NA,"","","",21,0.142857142857143,0.130952380952381,0.19047619047619,11.6190476190476,3.24459208187682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bluethroat","Luscinia svecica","blueth","Passeriformes","Muscicapidae (Old World Flycatchers)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,"Bluethroat","Luscinia svecica","Bluethroat","Luscinia svecica","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",1122,0.0632798573975045,0.289104278074866,0.406417112299465,11.343137254902,0.367012219602352,-46.7934606640769,-34.3899089611047,-17.5992017819191,-5.22029617202574,-3.43727316287549,-1.65425015372523,65.6762160206883,77.1232726038778,90.6900994937718,61.3864389981384,74.1896557251811,89.8349041179633,57.3397784108221,71.3757935090921,89.0752412749907,53.5407753602108,68.6765152412808,88.3831984139269,49.9840833237233,66.0868842392116,87.7424662921413,46.6597551952528,63.6021868143234,87.1429226096215,43.5558060304678,61.2179217745215,86.5779499381119,"eBird Data Indecisive","Decline","Moderate"
