"eBird.English.Name.2024","eBird.Scientific.Name.2024","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","rangelci","rangemean","rangerci"
"Maroon-backed Accentor","Prunella immaculata","mabacc1","Passeriformes","Prunellidae (Accentors)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Maroon-backed Accentor","Prunella immaculata","Maroon-backed Accentor","Prunella immaculata","Least Concern","Schedule-II","","",NA,"","","",14,0.142857142857143,0.255102040816327,0.357142857142857,5.64285714285714,1.53214781371672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"House Sparrow","Passer domesticus","houspa","Passeriformes","Passeridae (Old World Sparrows)","Low","Stable","Stable","Very Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Resident & Winter Migrant",NA,NA,NA,"House Sparrow","Passer domesticus","House Sparrow","Passer domesticus","Least Concern","Schedule-II","","",NA,"X","X","X",591,0.140439932318105,0.381768189509306,0.543147208121827,5.07445008460237,0.323461977873309,70.2972935464152,83.0759104979987,100.085905611087,-4.05061406747682,-2.97253534040761,-1.89445661333839,61.2161257026606,68.2359908024363,76.1037939962233,58.2324789818845,65.9393179049947,74.721456991962,55.3746802935257,63.7226720207443,73.3986076014731,52.6451874747197,61.5831759153421,72.1238350716487,50.0429093829187,59.5180588095114,70.889738783156,47.5648275771942,57.5246523341753,69.6912819433506,45.2068835822094,55.60038664316,68.5248810438955,2222422,2222748,2223074
"Spanish Sparrow","Passer hispaniolensis","spaspa1","Passeriformes","Passeridae (Old World Sparrows)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Spanish Sparrow","Passer hispaniolensis","Spanish Sparrow","Passer hispaniolensis","Least Concern","Schedule-II","","",NA,"","","",11,0.363636363636364,0.163636363636364,0.0909090909090909,7.27272727272727,2.79807867965157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sind Sparrow","Passer pyrrhonotus","sinspa1","Passeriformes","Passeridae (Old World Sparrows)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Plant & Seed","No","Yes","No","Indus Plains","Open Habitat","Resident",NA,NA,NA,"Sind Sparrow","Passer pyrrhonotus","Sind Sparrow","Passer pyrrhonotus","Least Concern","Schedule-II","","",NA,"","","X",14,0.142857142857143,0.294642857142857,0.642857142857143,4.71428571428571,1.89905239527508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100263,101010,101757
"Russet Sparrow","Passer cinnamomeus","russpa2","Passeriformes","Passeridae (Old World Sparrows)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Resident & Altitudinal Migrant",NA,NA,NA,"Russet Sparrow","Passer cinnamomeus","Russet Sparrow","Passer cinnamomeus","Least Concern","Schedule-II","","",NA,"","X","X",84,0.0833333333333333,0.370535714285714,0.571428571428571,5.08333333333333,0.688544144424999,NA,NA,NA,-8.46694779086621,-4.52902719384152,-0.591106596816827,31.1508616898455,44.7829027012557,64.8381472766621,28.2110223690642,42.7218939542785,65.3003263569723,25.5342830713081,40.7801624899559,65.9057099250733,23.1084215158513,38.9500247096454,66.6297050017487,20.9159043748689,37.2243364168053,67.4577296356256,18.9374126561415,35.596452257742,68.3811443534873,17.1536049368376,34.0601884013456,69.3950157245686,175165,175445,175725
"Eurasian Tree Sparrow","Passer montanus","eutspa","Passeriformes","Passeridae (Old World Sparrows)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Eurasian Tree Sparrow","Passer montanus","Eurasian Tree Sparrow","Passer montanus","Least Concern","Schedule-II","","",NA,"","","",49,0.204081632653061,0.344387755102041,0.612244897959184,5.3265306122449,0.882458686473952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201977,202321,202665
"Yellow-throated Sparrow","Gymnoris xanthocollis","chspet1","Passeriformes","Passeridae (Old World Sparrows)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest & Plantation","Resident",NA,NA,NA,"Yellow-throated Sparrow","Gymnoris xanthocollis","Chestnut-shouldered Bush-sparrow","Gymnoris xanthocollis","Least Concern","Schedule-II","","",NA,"X","X","X",359,0.103064066852368,0.373607242339833,0.607242339832869,5.50696378830084,0.451228091358497,98.5891128463835,130.531679847704,174.92747315934,-1.85187598679621,0.081105298463127,2.01408658372246,83.224162982761,99.079898455056,118.077007055512,81.1724310080267,99.1073101142668,121.167066487867,79.1278189356482,99.142628182469,124.432684402883,77.1080475567408,99.1858584859285,127.857607939228,75.1235679960144,99.2370087333065,131.433096319153,73.1805611381224,99.2960885189759,135.15492400586,71.2826080241446,99.3631093270837,139.021713301341,1570907,1571482,1572057
"Rock Sparrow","Petronia petronia","rocpet1","Passeriformes","Passeridae (Old World Sparrows)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Non-specialized","Uncertain",NA,1,NA,"Rock Sparrow","Petronia petronia","Rock Sparrow","Petronia petronia","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pale Rockfinch","Carpospiza brachydactyla","palroc1","Passeriformes","Passeridae (Old World Sparrows)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,1,NA,"Pale Rockfinch","Carpospiza brachydactyla","Pale Sparrow","Carpospiza brachydactyla","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-winged Snowfinch","Montifringilla adamsi","blwsno1","Passeriformes","Passeridae (Old World Sparrows)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",1,NA,NA,"Black-winged Snowfinch","Montifringilla adamsi","Black-winged Snowfinch","Montifringilla adamsi","Least Concern","Schedule-II","","",NA,"","","X",43,0.162790697674419,0.392441860465116,0.697674418604651,5.32558139534884,0.910161611476153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50368,50650,50932
"White-rumped Snowfinch","Onychostruthus taczanowskii","whrsno1","Passeriformes","Passeridae (Old World Sparrows)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",NA,1,NA,"White-rumped Snowfinch","Onychostruthus taczanowskii","White-rumped Snowfinch","Onychostruthus taczanowskii","Least Concern","Schedule-II","","",NA,"","","",4,NA,0.25,0.25,5.75,2.81483569680363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rufous-necked Snowfinch","Pyrgilauda ruficollis","runsno1","Passeriformes","Passeridae (Old World Sparrows)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",NA,NA,NA,"Rufous-necked Snowfinch","Pyrgilauda ruficollis","Rufous-necked Snowfinch","Pyrgilauda ruficollis","Least Concern","Schedule-II","","",NA,"","","",2,NA,0.75,1,8.5,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blanford's Snowfinch","Pyrgilauda blanfordi","blasno1","Passeriformes","Passeridae (Old World Sparrows)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",NA,NA,NA,"Blanford's Snowfinch","Pyrgilauda blanfordi","Plain-backed Snowfinch","Pyrgilauda blanfordi","Least Concern","Schedule-II","","",NA,"","","",26,0.0384615384615385,0.230769230769231,0.384615384615385,5.46153846153846,0.979884016805322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Forest Wagtail","Dendronanthus indicus","forwag1","Passeriformes","Motacillidae (Wagtails and Pipits)","High","Strong Decline","Strong Decline","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Winter Migrant",1,NA,NA,"Forest Wagtail","Dendronanthus indicus","Forest Wagtail","Dendronanthus indicus","Least Concern","Schedule-I","","Appendix II",NA,"X","X","X",104,0.182692307692308,0.371394230769231,0.403846153846154,7.52884615384615,0.935422907090084,10.786093203734,38.5772575290219,128.638591459912,-12.0537184679879,-6.10544602514834,-0.157173582308797,28.0146993948819,50.0072728893454,91.3401079727372,23.891801660816,46.2888921667514,92.4221595558632,20.3919882565703,42.9468011189921,93.9879435112103,17.4312326440637,39.9394813610023,95.9958544007773,14.9298844310442,37.2304959212275,98.4302612810456,12.8169018762076,34.7878306625426,101.292249804641,11.0308193629676,32.5833263222955,104.594767887593,203566,203566,203566
"Gray Wagtail","Motacilla cinerea","grywag","Passeriformes","Motacillidae (Wagtails and Pipits)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Grey Wagtail","Motacilla cinerea","Grey Wagtail","Motacilla cinerea","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",495,0.145454545454545,0.362878787878788,0.525252525252525,5.47474747474747,0.368496329335481,73.9153280253084,89.6801092069457,109.55050972255,-2.80258029872795,-1.45343331606473,-0.104286333401507,70.5797888874931,81.053867499029,93.1486559362361,68.1648778338881,79.8656209655611,93.6623109412736,65.8023430764287,78.698298958448,94.2339590112461,63.5027505867649,77.5514941164488,94.8493175233217,61.2715322528005,76.4248076402739,95.4994005132339,59.1111473907599,75.3178491016021,96.1783505646332,57.0222807111351,74.2302362565704,96.882234534369,1718749,1719302,1719855
"Western Yellow Wagtail","Motacilla flava","eaywag1","Passeriformes","Motacillidae (Wagtails and Pipits)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Western Yellow Wagtail","Motacilla flava","Western Yellow Wagtail","Motacilla flava","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",348,0.0948275862068965,0.29382183908046,0.419540229885057,6.05172413793103,0.468486364580478,53.4995540798619,84.7569889855717,133.496135349375,-4.95228916699668,-2.08178665336661,0.788715860263466,70.2568324955944,87.4785721772846,109.241876465475,66.5366909543729,85.5088941509749,110.314434856651,62.9825711447889,83.6060511987602,111.529178334491,59.6043028287586,81.7675513008632,112.861589015082,56.4032009479787,79.9910080409185,114.296902725746,53.3759519213035,78.2741358199642,115.826141954414,50.5167363060133,76.614745303317,117.443919063596,1743687,1744282,1744877
"Eastern Yellow Wagtail","Motacilla tschutschensis","eaywag","Passeriformes","Motacillidae (Wagtails and Pipits)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Eastern Yellow Wagtail","Motacilla tschutschensis","Eastern Yellow Wagtail","Motacilla tschutschensis","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Citrine Wagtail","Motacilla citreola","citwag","Passeriformes","Motacillidae (Wagtails and Pipits)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Citrine Wagtail","Motacilla citreola","Citrine Wagtail","Motacilla citreola","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",262,0.103053435114504,0.329198473282443,0.488549618320611,5.45801526717557,0.478935348424434,49.8426908989561,68.3201377075559,94.2406224929999,-2.93992017715704,-0.477459672725892,1.98500083170526,91.918626438049,110.364587092554,132.770733803932,89.1586450204038,109.918701386652,135.8596937455,86.438468510295,109.491156864884,139.146023955907,83.7774639438648,109.081774771791,142.610084433759,81.1863362403685,108.690385356632,146.241333197616,78.670748214144,108.316827764331,150.034705577782,76.2333318093353,107.96094993368,153.988603369596,1075121,1075707,1076293
"White-browed Wagtail","Motacilla maderaspatensis","whbwag1","Passeriformes","Motacillidae (Wagtails and Pipits)","Moderate","Moderate Decline","Strong Decline","Very Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Non-specialized","Resident",NA,NA,NA,"White-browed Wagtail","Motacilla maderaspatensis","White-browed Wagtail","Motacilla maderaspatensis","Least Concern","Schedule-II","","",NA,"X","X","X",396,0.146464646464646,0.399936868686869,0.522727272727273,5.64646464646465,0.436233376637843,81.923231408944,102.782693465959,127.012860724434,-3.30854046083874,-1.82765989851564,-0.346779336192552,62.4088294682505,73.7455339527098,87.2197725372998,59.7979690891048,72.3877973302332,87.7314760815668,57.265164608811,71.0590564304232,88.3082868802289,54.8204923452093,69.7586317497157,88.9341169811636,52.4683612767636,68.485860911708,89.5988575761522,50.2099475118961,67.2400982092044,90.2959290978537,48.0445391556792,66.0207141591274,91.0209217297617,2084929,2085424,2085919
"White Wagtail","Motacilla alba","whiwag","Passeriformes","Motacillidae (Wagtails and Pipits)","Moderate","Moderate Decline","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Within-India Migrant & Winter Migrant",NA,NA,NA,"White Wagtail","Motacilla alba","White Wagtail","Motacilla alba","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",451,0.1019955654102,0.311807095343681,0.439024390243902,5.03769401330377,0.363861000709165,49.5877553341451,63.4405689563327,82.7282017606323,-3.44577101871264,-1.59945754698115,0.246855924750329,88.3368097661532,111.480566017663,140.93842486159,84.1347256557768,109.817260537483,143.674500457601,80.0727857077691,108.189494028387,146.615598287183,76.1708021943862,106.596416057028,149.731433554879,72.4370817743955,105.037198708927,153.004146364518,68.8734175549298,103.511035950682,156.423267677581,65.4778434426778,102.017143011261,159.982926084179,1812997,1813453,1813909
"Richard's Pipit","Anthus richardi","ricpip1","Passeriformes","Motacillidae (Wagtails and Pipits)","Moderate","Strong Decline","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Richard's Pipit","Anthus richardi","Richard's Pipit","Anthus richardi","Least Concern","Schedule-II","","Appendix II",NA,"","","",43,0.232558139534884,0.11046511627907,0.209302325581395,7.93023255813953,1.5315943140924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174581,175176,175771
"Paddyfield Pipit","Anthus rufulus","oripip1","Passeriformes","Motacillidae (Wagtails and Pipits)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Resident",NA,NA,NA,"Paddyfield Pipit","Anthus rufulus","Paddyfield Pipit","Anthus rufulus","Least Concern","Schedule-II","","",NA,"X","X","X",409,0.0953545232273839,0.331295843520782,0.511002444987775,5.64058679706601,0.422177984753275,91.4771428916556,121.863473076874,157.29839856669,0.495507820034618,3.01294294473511,5.5303780694356,93.9166372164627,116.179188234763,143.89999284681,93.6159647190751,119.42414641099,152.598895493866,93.2522689391961,122.768584873161,161.968621658555,92.8493684576868,126.215778815091,172.024898936252,92.4223831478063,129.769117792603,182.794892666449,91.9812581025706,133.432109920195,194.313873257306,91.5327407375505,137.208386228393,206.62344400186,2169724,2170268,2170812
"Long-billed Pipit","Anthus similis","lobpip1","Passeriformes","Motacillidae (Wagtails and Pipits)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland & Scrub","Resident & Winter Migrant",NA,NA,NA,"Long-billed Pipit","Anthus similis","Long-billed Pipit","Anthus similis","Least Concern","Schedule-II","","",NA,"","X","X",70,0.114285714285714,0.269642857142857,0.357142857142857,6.47142857142857,1.02364271393739,NA,NA,NA,-9.22383908724227,-4.68763004708502,-0.151421006927763,20.1528024408599,36.2710243154364,66.0376496385995,17.7638209440446,34.780958692292,69.1375185742161,15.6381078454221,33.3724228782081,72.6068611181888,13.7587705024016,32.04043649812,76.4332838794696,12.1035814484358,30.7803561602163,80.6189510947934,10.6491129009731,29.587850916105,85.1755897337624,9.37269994953859,28.4588796239329,90.1218467696554,280662,281294,281926
"Blyth's Pipit","Anthus godlewskii","blypip1","Passeriformes","Motacillidae (Wagtails and Pipits)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Blyth's Pipit","Anthus godlewskii","Blyth's Pipit","Anthus godlewskii","Least Concern","Schedule-II","","Appendix II",NA,"","","",43,0.0232558139534884,0.156976744186047,0.209302325581395,6.37209302325581,1.47590036320154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394895,395626,396357
