"eBird.English.Name.2024","eBird.Scientific.Name.2024","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","rangelci","rangemean","rangerci"
"Gray-crowned Prinia","Prinia cinereocapilla","gycpri1","Passeriformes","Cisticolidae (Cisticolas and Allies)","High","Data Deficient","Data Deficient","Very Restricted","Diurnal","Diurnal","Invertebrate","No","Yes","Yes","Indian Subcontinent","Grassland & Scrub","Resident",NA,NA,NA,"Grey-crowned Prinia","Prinia cinereocapilla","Grey-crowned Prinia","Prinia cinereocapilla","Vulnerable","Schedule-I","","",NA,"","","X",2,0.5,0.5,NA,15,5.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4976,5245,5514
"Rufous-fronted Prinia","Prinia buchanani","rufpri2","Passeriformes","Cisticolidae (Cisticolas and Allies)","High","Strong Decline","Strong Decline","Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Grassland & Scrub","Resident",NA,NA,NA,"Rufous-fronted Prinia","Prinia buchanani","Rufous-fronted Prinia","Prinia buchanani","Least Concern","Schedule-I","","",NA,"","","X",69,0.173913043478261,0.23731884057971,0.449275362318841,4.98550724637681,0.856022285186594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339900,340595,341290
"Rufescent Prinia","Prinia rufescens","rufpri1","Passeriformes","Cisticolidae (Cisticolas and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Rufescent Prinia","Prinia rufescens","Rufescent Prinia","Prinia rufescens","Least Concern","Schedule-II","","",NA,"","","X",12,0.0833333333333333,0.194444444444444,0.166666666666667,3.08333333333333,1.21730410864717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97775,98306,98837
"Gray-breasted Prinia","Prinia hodgsonii","gybpri1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Grey-breasted Prinia","Prinia hodgsonii","Grey-breasted Prinia","Prinia hodgsonii","Least Concern","Schedule-II","","",NA,"X","X","X",375,0.104,0.349666666666667,0.501333333333333,5.75733333333333,0.443686240953724,88.9387697025722,115.841241301744,148.777487475755,0.969541363837078,2.91655354864968,4.86356573346229,117.088404041689,139.426261145747,166.169866626542,117.398864999591,143.381623861178,175.314434162088,117.640566299887,147.456991566588,185.099579944287,117.837047915781,151.656212912098,195.536221232553,118.003335235428,155.983265955955,206.645950838194,118.149385411155,160.442262697949,218.45772923951,118.28202149234,165.037453777454,231.006097987759,1553522,1554104,1554686
"Delicate Prinia","Prinia lepida","delpri1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Low","Data Deficient","Moderate Increase","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland","Resident",NA,NA,NA,"Delicate Prinia","Prinia lepida","","","Not recognized","Schedule-II","","",NA,"","","",44,0.136363636363636,0.303977272727273,0.568181818181818,5.25,1.05122268487338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293654,294344,295034
"Jungle Prinia","Prinia sylvatica","junpri1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest","Resident",NA,NA,NA,"Jungle Prinia","Prinia sylvatica","Jungle Prinia","Prinia sylvatica","Least Concern","Schedule-II","","",NA,"","","X",208,0.0721153846153846,0.293870192307692,0.519230769230769,6.26923076923077,0.635115614252104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039743,1040361,1040979
"Yellow-bellied Prinia","Prinia flaviventris","yebpri1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Yellow-bellied Prinia","Prinia flaviventris","Yellow-bellied Prinia","Prinia flaviventris","Least Concern","Schedule-II","","",NA,"","","X",40,0.1,0.36875,0.625,5.95,1.23553368516584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176082,176608,177134
"Ashy Prinia","Prinia socialis","ashpri1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Low","Strong Increase","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Non-specialized","Resident",NA,NA,NA,"Ashy Prinia","Prinia socialis","Ashy Prinia","Prinia socialis","Least Concern","Schedule-II","","",NA,"X","X","X",441,0.0884353741496599,0.398526077097506,0.546485260770975,5.27437641723356,0.403944301702185,232.235534030434,297.964569943851,385.330153616853,1.07073850285043,2.832218828074,4.59369915329757,111.673319308517,125.77305637416,141.747075594848,112.612588736802,129.034287517642,147.979456505579,113.515518909609,132.385758966663,154.564648680644,114.396971495359,135.830101119115,161.502811420516,115.266489425504,139.370024461122,168.800169316659,116.130451966377,143.008322098692,176.466895344665,116.993283504416,146.747872372092,184.51594224255,2064346,2064717,2065088
"Plain Prinia","Prinia inornata","plapri1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Low","Strong Increase","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Plain Prinia","Prinia inornata","Plain Prinia","Prinia inornata","Least Concern","Schedule-II","","",NA,"X","X","X",453,0.0838852097130243,0.357064017660044,0.536423841059603,5.24944812362031,0.390959355251567,124.184117478951,162.342999502626,208.715473328751,-0.365197152499356,1.44572362588762,3.25664440427459,106.559847501079,124.29816655655,145.117442970416,105.708075215077,126.090703898092,150.577977349033,104.809671290906,127.916836136179,156.349776867429,103.88457033986,129.777266530303,162.423600890834,102.945347457166,131.672714431467,168.798096867167,102.000211285848,133.603915675737,175.476832578962,101.054678088442,135.571622987953,182.466648684559,2239100,2239561,2240022
"Zitting Cisticola","Cisticola juncidis","zitcis1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Low","Stable","Moderate Decline","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Resident",NA,NA,NA,"Zitting Cisticola","Cisticola juncidis","Zitting Cisticola","Cisticola juncidis","Least Concern","Schedule-II","","",NA,"","","X",247,0.109311740890688,0.293522267206478,0.510121457489879,6.29959514170041,0.569497111912293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1774157,1774820,1775483
"Golden-headed Cisticola","Cisticola exilis","gohcis1","Passeriformes","Cisticolidae (Cisticolas and Allies)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland","Resident",1,NA,NA,"Golden-headed Cisticola","Cisticola exilis","Golden-headed Cisticola","Cisticola exilis","Least Concern","Schedule-II","","",NA,"","","X",25,0.12,0.31,0.6,8.08,1.91345261416808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47405,47816,48227
"Thick-billed Warbler","Arundinax aedon","thbwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Winter Migrant",NA,NA,NA,"Thick-billed Warbler","Arundinax aedon","Thick-billed Warbler","Arundinax aedon","Least Concern","Schedule-II","","Appendix II",NA,"","","",55,0.218181818181818,0.190909090909091,0.309090909090909,8.14545454545454,1.49539109830305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251913,252530,253147
"Booted Warbler","Iduna caligata","boowar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)","Low","Uncertain","Uncertain","Large","24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Booted Warbler","Iduna caligata","Booted Warbler","Iduna caligata","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",208,0.0817307692307692,0.284254807692308,0.432692307692308,6.64423076923077,0.666962059910867,59.2376976579198,114.782911852714,223.513762834363,-4.46195440424642,0.59689727241415,5.65574894907472,74.9512270505872,100.229054846173,134.810800030515,72.3773812292273,100.907849762414,141.758143920487,69.8593375062568,101.639658658161,149.320205141712,67.4205194946144,102.425634923804,157.5028183097,65.0729033517705,103.267018609874,166.327217348088,62.8219039531915,104.165139656913,175.825401427073,60.6690831874786,105.121421356732,186.037711299408,1311609,1312233,1312857
"Sykes's Warbler","Iduna rama","sykwar2","Passeriformes","Acrocephalidae (Reed Warblers and Allies)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Winter Migrant",NA,NA,NA,"Sykes's Warbler","Iduna rama","Sykes's Warbler","Iduna rama","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Icterine Warbler","Hippolais icterina","ictwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Uncertain",NA,NA,NA,"Icterine Warbler","Hippolais icterina","Icterine Warbler","Hippolais icterina","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-browed Reed Warbler","Acrocephalus bistrigiceps","bbrwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Black-browed Reed Warbler","Acrocephalus bistrigiceps","Black-browed Reed-warbler","Acrocephalus bistrigiceps","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moustached Warbler","Acrocephalus melanopogon","mouwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Moustached Warbler","Acrocephalus melanopogon","Moustached Warbler","Acrocephalus melanopogon","Least Concern","Schedule-II","","Appendix II",NA,"","","",8,0.25,0.4375,0.5,4.75,1.98607653427555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sedge Warbler","Acrocephalus schoenobaenus","sedwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Uncertain",NA,NA,NA,"Sedge Warbler","Acrocephalus schoenobaenus","Sedge Warbler","Acrocephalus schoenobaenus","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paddyfield Warbler","Acrocephalus agricola","padwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)","Low","Uncertain","Uncertain","Large","Diurnal","No information","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Paddyfield Warbler","Acrocephalus agricola","Paddyfield Warbler","Acrocephalus agricola","Least Concern","Schedule-II","","Appendix II",NA,"","","",77,0.168831168831169,0.219155844155844,0.285714285714286,6.25974025974026,0.858531272618246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629095,629814,630533
"Blunt-winged Warbler","Acrocephalus concinens","blwwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Blunt-winged Warbler","Acrocephalus concinens","Blunt-winged Warbler","Acrocephalus concinens","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blyth's Reed Warbler","Acrocephalus dumetorum","blrwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)","Low","Uncertain","Uncertain","Very Large","24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Winter Migrant",NA,NA,NA,"Blyth's Reed Warbler","Acrocephalus dumetorum","Blyth's Reed-warbler","Acrocephalus dumetorum","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",336,0.154761904761905,0.386904761904762,0.526785714285714,5.85714285714286,0.481716045257688,56.2641301668391,88.9861034957251,141.318331636941,-4.34915526240698,-0.86113397217389,2.6268873180592,68.5013825910541,96.5221338201132,136.585270462294,64.6655770566787,95.7358933707397,142.52790967864,60.9912264183277,94.9852627644304,148.983252951717,57.498488952198,94.2694963459557,155.934302918755,54.1940040669618,93.5878852158978,163.38090733946,51.0769577138813,92.9397561013903,171.333691849246,48.1424079173705,92.3244702847118,179.81075340388,1531692,1532197,1532702
"Large-billed Reed Warbler","Acrocephalus orinus","labrew1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Large-billed Reed Warbler","Acrocephalus orinus","Large-billed Reed-warbler","Acrocephalus orinus","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Great Reed Warbler","Acrocephalus arundinaceus","grrwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Uncertain",NA,NA,NA,"Great Reed Warbler","Acrocephalus arundinaceus","Great Reed-warbler","Acrocephalus arundinaceus","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oriental Reed Warbler","Acrocephalus orientalis","orrwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)",NA,NA,NA,NA,"24 hour","Diurnal","","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Oriental Reed Warbler","Acrocephalus orientalis","Oriental Reed-warbler","Acrocephalus orientalis","Least Concern","Schedule-II","","Appendix II",NA,"","","",2,NA,0.5,NA,7,7.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clamorous Reed Warbler","Acrocephalus stentoreus","clrwar1","Passeriformes","Acrocephalidae (Reed Warblers and Allies)","Low","Uncertain","Uncertain","Large","24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident & Winter Migrant",NA,NA,NA,"Clamorous Reed Warbler","Acrocephalus stentoreus","Clamorous Reed-warbler","Acrocephalus stentoreus","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",181,0.0939226519337017,0.24792817679558,0.392265193370166,6.60773480662983,0.703322053455183,44.4593287328183,73.4318096652407,130.239155315587,0.495367590183767,6.96870811568739,13.442048641191,162.096277400139,222.194408818759,306.09894311051,163.970275315533,235.251768515374,339.743020788981,165.740747162612,249.167533608132,377.746447767278,167.465529725483,264.002912299891,420.583257377062,169.182371200011,279.823772971927,468.817960515574,170.917044993695,296.701018904244,523.107113137329,172.687936043104,314.71099455571,584.205793021588,1043154,1043828,1044502
"Pallas's Grasshopper Warbler","Helopsaltes certhiola","pagwar1","Passeriformes","Locustellidae (Grassbirds and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",1,NA,NA,"Rusty-rumped Warbler","Helopsaltes certhiola","Pallas's Grasshopper-warbler","Helopsaltes certhiola","Least Concern","Schedule-II","","Appendix II",NA,"","","X",6,0.333333333333333,0.222222222222222,0.333333333333333,7,1.67844372361224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31568,31909,32250
"Lanceolated Warbler","Locustella lanceolata","lanwar","Passeriformes","Locustellidae (Grassbirds and Allies)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Lanceolated Warbler","Locustella lanceolata","Lanceolated Warbler","Locustella lanceolata","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown Bush Warbler","Locustella luteoventris","brbwar2","Passeriformes","Locustellidae (Grassbirds and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland & Scrub","Summer Migrant",NA,NA,NA,"Brown Bush Warbler","Locustella luteoventris","Brown Grasshopper-warbler","Locustella luteoventris","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Common Grasshopper Warbler","Locustella naevia","cogwar1","Passeriformes","Locustellidae (Grassbirds and Allies)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland & Scrub","Winter Migrant",NA,1,NA,"Grasshopper Warbler","Locustella naevia","Common Grasshopper-warbler","Locustella naevia","Least Concern","Schedule-II","","Appendix II",NA,"","","",11,0.0909090909090909,0.12987012987013,0.0909090909090909,6.45454545454545,2.4843427718945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long-billed Bush Warbler","Locustella major","lbbwar1","Passeriformes","Locustellidae (Grassbirds and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland & Scrub","Summer Migrant",1,NA,NA,"Long-billed Bush Warbler","Locustella major","Long-billed Grasshopper-warbler","Locustella major","Endangered","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Chinese Bush Warbler","Locustella tacsanowskia","chbwar1","Passeriformes","Locustellidae (Grassbirds and Allies)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"Chinese Bush Warbler","Locustella tacsanowskia","Chinese Grasshopper-warbler","Locustella tacsanowskia","Least Concern","Schedule-II","","Appendix II",NA,"","","",1,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baikal Bush Warbler","Locustella davidi","spobuw1","Passeriformes","Locustellidae (Grassbirds and Allies)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Baikal Bush Warbler","Locustella davidi","Baikal Grasshopper-warbler","Locustella davidi","Least Concern","Schedule-II","","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"West Himalayan Bush Warbler","Locustella kashmirensis","spobuw2","Passeriformes","Locustellidae (Grassbirds and Allies)","High","Data Deficient","Data Deficient","Very Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Western Himalayas","Grassland & Scrub","Within-India Migrant",NA,NA,NA,"West Himalayan Bush Warbler","Locustella kashmirensis","Himalayan Grasshopper-warbler","Locustella kashmirensis","Least Concern","Schedule-I","","",NA,"","","X",5,NA,0.333333333333333,0.2,5.2,2.7994399439888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6028,7044,8060
"Spotted Bush Warbler","Locustella thoracica","spobuw3","Passeriformes","Locustellidae (Grassbirds and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland","Local Migrant & Winter Migrant",NA,NA,NA,"Spotted Bush Warbler","Locustella thoracica","Spotted Grasshopper-warbler","Locustella thoracica","Least Concern","Schedule-II","","Appendix II",NA,"","","",10,NA,0.233333333333333,0.3,6.5,2.17178063144304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Russet Bush Warbler","Locustella mandelli","rubwar1","Passeriformes","Locustellidae (Grassbirds and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland & Scrub","Summer Migrant & Localized Winter Migrant",NA,NA,NA,"Russet Bush Warbler","Locustella mandelli","Russet Grasshopper-warbler","Locustella mandelli","Least Concern","Schedule-II","","Appendix II",NA,"","","",4,0.25,0.5,0.5,8.5,2.04003267947681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Broad-tailed Grassbird","Schoenicola platyurus","brtgra2","Passeriformes","Locustellidae (Grassbirds and Allies)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Western Ghats","Grassland & Scrub","Resident & Local Migrant",NA,NA,NA,"Broad-tailed Grassbird","Schoenicola platyurus","Broad-tailed Grassbird","Schoenicola platyurus","Near Threatened","Schedule-I","","",NA,"","","X",13,0.0769230769230769,0.173076923076923,0.230769230769231,11.9230769230769,2.14548376636039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12770,12957,13144
"Bristled Grassbird","Schoenicola striatus","brigra2","Passeriformes","Locustellidae (Grassbirds and Allies)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Wetland","Within-India Migrant",NA,NA,NA,"Bristled Grassbird","Schoenicola striatus","Bristled Grassbird","Schoenicola striatus","Vulnerable","Schedule-I","","",NA,"","","X",12,0.166666666666667,0.194444444444444,0.416666666666667,6.5,1.64516923694245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24798,25342,25886
"Striated Grassbird","Megalurus palustris","strgra1","Passeriformes","Locustellidae (Grassbirds and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Striated Grassbird","Megalurus palustris","Striated Grassbird","Megalurus palustris","Least Concern","Schedule-II","","",NA,"","X","X",48,0.1875,0.361979166666667,0.520833333333333,4.91666666666667,0.933426413798302,NA,NA,NA,-2.77853560239044,6.88669043403368,16.5519164704578,117.718401244027,168.008449842839,241.613900244742,117.612751221961,176.648293575311,267.980682517877,117.447846869265,185.853845446224,297.883620646457,117.272875347066,195.667037122613,331.719640059713,117.118891627655,206.133226317318,369.967229588479,117.006220273957,217.301498357816,413.188404244501,116.948624790725,229.224995925711,462.03535744031,188278,188718,189158
"Scaly-breasted Cupwing","Pnoepyga albiventer","scbcup3","Passeriformes","Pnoepygidae (Cupwings)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Scaly-breasted Cupwing","Pnoepyga albiventer","Scaly-breasted Cupwing","Pnoepyga albiventer","Least Concern","Schedule-II","","",NA,"","","",44,0.136363636363636,0.272727272727273,0.363636363636364,5.75,1.09844951268772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99438,99855,100272
