"eBird.English.Name.2022","eBird.Scientific.Name.2022","eBird.Code","Order","Family","SOIB.Concern.Status","SOIB.Long.Term.Status","SOIB.Current.Status","SOIB.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2023.lci","proj2023.mean","proj2023.rci","proj2024.lci","proj2024.mean","proj2024.rci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","SOIBv2.Long.Term.Status","SOIBv2.Current.Status","SOIBv2.Priority.Status"
"Spotted Laughingthrush","Ianthocincla ocellata","spolau1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","None","Forest","Resident",NA,NA,"Spotted Laughingthrush","Ianthocincla ocellata","Spotted Laughingthrush","Ianthocincla ocellata","Least Concern","Schedule-II","","Appendix II",NA,"","","",31,0.129032258064516,0.439516129032258,0.419354838709677,14.0322580645161,2.23471401971556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wayanad Laughingthrush","Pterorhinus delesserti","wynlau1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Western Ghats","Forest","Resident",NA,NA,"Wayanad Laughingthrush","Pterorhinus delesserti","Wynaad Laughingthrush","Pterorhinus delesserti","Least Concern","Schedule-II","","Appendix II",NA,"","","X",55,0.254545454545455,0.318181818181818,0.345454545454545,22.2363636363636,0.915463381204455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Rufous-vented Laughingthrush","Pterorhinus gularis","ruvlau1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Eastern Himalayas","Forest","Resident",NA,NA,"Rufous-vented Laughingthrush","Pterorhinus gularis","Rufous-vented Laughingthrush","Pterorhinus gularis","Least Concern","Schedule-II","","Appendix II",NA,"","","X",11,0.0909090909090909,0.318181818181818,0.272727272727273,10.3636363636364,2.86202378838633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Yellow-throated Laughingthrush","Pterorhinus galbanus","yetlau1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Eastern Himalayas","Forest","Resident",NA,NA,"Yellow-throated Laughingthrush","Pterorhinus galbanus","Yellow-throated Laughingthrush","Pterorhinus galbanus","Least Concern","Schedule-II","","Appendix II",NA,"","","X",13,NA,0.221153846153846,0.153846153846154,9.38461538461539,2.75884348178761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Rufous-necked Laughingthrush","Pterorhinus ruficollis","runlau1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Grassland & Scrub","Resident",NA,NA,"Rufous-necked Laughingthrush","Pterorhinus ruficollis","Rufous-necked Laughingthrush","Pterorhinus ruficollis","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",127,0.094488188976378,0.291338582677165,0.393700787401575,9.96850393700787,1.03728658323008,NA,NA,NA,-10.4011139612447,-5.9861892755245,-1.57126458980431,40.9936877936122,54.4424792554339,72.743179325455,36.1030387830763,50.4220433318523,71.0168698720972,31.7754612609529,46.7239302328307,69.4844411155434,27.9629807158741,43.3205115669852,68.0997958353198,24.6120249854521,40.1866656974069,66.8351673494571,21.6701675403713,37.2995386954556,65.6725842872138,19.0887970105072,34.6383291296421,64.5996704757952,"eBird Data Deficient","Declining","Moderate"
"Chestnut-backed Laughingthrush","Pterorhinus nuchalis","chblau1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","High","Data Deficient","Data Deficient","Very Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Eastern Himalayas","Forest","Resident",NA,NA,"Chestnut-backed Laughingthrush","Pterorhinus nuchalis","Chestnut-backed Laughingthrush","Pterorhinus nuchalis","Near Threatened","Schedule-I","","Appendix II",NA,"","","X",4,0.75,0.5625,0.5,10,6.0411257229096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","High"
"White-browed Laughingthrush","Pterorhinus sannio","whblau1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","None","Resident",NA,NA,"White-browed Laughingthrush","Pterorhinus sannio","White-browed Laughingthrush","Pterorhinus sannio","Least Concern","Schedule-II","","Appendix II",NA,"","","",15,NA,0.344444444444444,0.466666666666667,8.6,2.25349269653428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greater Necklaced Laughingthrush","Pterorhinus pectoralis","gnlthr","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,"Greater Necklaced Laughingthrush","Pterorhinus pectoralis","Greater Necklaced Laughingthrush","Pterorhinus pectoralis","Least Concern","Schedule-II","","Appendix II",NA,"","X","X",139,0.0935251798561151,0.287769784172662,0.37410071942446,10.1438848920863,1.02413093826312,NA,NA,NA,-7.5117600542628,-2.4368162963289,2.63812746160499,62.066110666467,82.2124616457616,109.604404344966,58.1366366671537,80.9479922123445,113.728562602166,54.4235217230358,79.7497834758003,118.276671341796,50.9431776855714,78.6153819462292,123.223672556124,47.6954368754072,77.5424777850115,128.565550776896,44.6722837093209,76.5288976188662,134.310479659387,41.8620864621831,75.5725978059588,140.474509910063,"eBird Data Deficient","eBird Data Indecisive","Low"
"Mount Victoria Babax","Pterorhinus woodi","chibub1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","None","Forest","Resident",NA,NA,"Mount Victoria Babax","Pterorhinus woodi","Mount Victoria Babax","Pterorhinus woodi","Least Concern","Schedule-II","","Appendix II",NA,"","","",1,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-throated Laughingthrush","Pterorhinus albogularis","whtlau1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Altitudinal Migrant",NA,NA,"White-throated Laughingthrush","Pterorhinus albogularis","White-throated Laughingthrush","Pterorhinus albogularis","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",119,0.184873949579832,0.471638655462185,0.512605042016807,12.5126050420168,1.1063092025333,70.4563839105206,98.2301707318912,136.819375299811,-1.38889343958816,4.19115223260831,9.77119790480477,109.310991410258,136.292121247354,170.677302577467,109.91631655194,142.523591574448,185.931739071393,110.467993886408,149.103343252155,202.895838265466,111.009391324071,156.053076039241,221.697553014394,111.566131271027,163.395967926858,242.502184380263,112.154312821863,171.156783241324,265.506484808692,112.784648773061,179.361989154848,290.937136080396,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Gray-sided Laughingthrush","Pterorhinus caerulatus","gyslau","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","High","Strong Decline","Strong Decline","Restricted","Diurnal","Diurnal","Omnivore","No","No","Yes","Eastern Himalayas","Forest","Resident",NA,NA,"Grey-sided Laughingthrush","Pterorhinus caerulatus","Grey-sided Laughingthrush","Pterorhinus caerulatus","Least Concern","Schedule-I","","Appendix II",NA,"","","X",32,0.21875,0.37890625,0.4375,12.53125,2.34002307982483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Goldcrest","Regulus regulus","goldcr1","Passeriformes","Regulidae (Kinglets)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident & Altitudinal Migrant",NA,NA,"Goldcrest","Regulus regulus","Goldcrest","Regulus regulus","Least Concern","Schedule-II","","Appendix II",NA,"","","",120,0.2,0.23125,0.408333333333333,10.925,1.1083460473987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wallcreeper","Tichodroma muraria","wallcr1","Passeriformes","Tichodromidae (Wallcreeper)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Open Habitat","Winter Migrant & Localized Summer Migrant",1,NA,"Wallcreeper","Tichodroma muraria","Wallcreeper","Tichodroma muraria","Least Concern","Schedule-II","","",NA,"X","X","X",188,0.117021276595745,0.315159574468085,0.393617021276596,12.1755319148936,0.837784493290602,27.4497947255829,36.275079621694,48.8917604440875,-7.88499273281327,-1.88718619708458,4.11062033864412,53.4686026235289,72.3100614051582,98.3786818973508,47.4893700902257,67.7672667241393,97.5144814424764,42.1428325359261,63.5388991023059,96.8747836526514,37.3868270010105,59.6016161884797,96.4026947617873,33.1680379337942,55.9339100032901,96.0653830139677,29.4315276181808,52.5159555846911,95.8428602913328,26.1248028383461,49.3294726704109,95.7224580154875,"Rapid Decline","eBird Data Indecisive","Moderate"
"Indian Nuthatch","Sitta castanea","chbnut2","Passeriformes","Sittidae (Nuthatches)","High","Strong Decline","Moderate Decline","Moderate","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident",NA,NA,"Indian Nuthatch","Sitta castanea","Indian Nuthatch","Sitta castanea","Least Concern","Schedule-II","","",NA,"X","X","X",292,0.0582191780821918,0.252140410958904,0.35958904109589,11.0376712328767,0.816348351204846,28.825196312178,39.1538539780797,54.3293501477867,-9.03537568227276,-4.063355683827,0.908664314618756,54.9290247010132,76.9473432218937,108.365288145596,51.4401084768053,76.5113737449066,114.645639969706,48.1213576547191,76.1077049690962,121.565232181904,44.9960870729049,75.7358044067785,129.116022780645,42.0694314448688,75.3951792647809,137.314047476497,39.3376409492669,75.085375342693,146.190246493825,36.7926234627655,74.8059760115513,155.786099744304,"Declining","eBird Data Indecisive","Moderate"
"Chestnut-bellied Nuthatch","Sitta cinnamoventris","chbnut3","Passeriformes","Sittidae (Nuthatches)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,"Chestnut-bellied Nuthatch","Sitta cinnamoventris","Chestnut-bellied Nuthatch","Sitta cinnamoventris","Least Concern","Schedule-II","","",NA,"X","X","X",231,0.177489177489178,0.400974025974026,0.432900432900433,11.1904761904762,0.777741378155724,81.103782249864,105.197534295375,136.742435154371,-5.22104110676945,-1.04938416046051,3.12227278584844,73.8227872185069,90.0104772183,110.090973110803,70.287050527506,88.7826844824168,112.634191829691,66.8871379148157,87.6053031970686,115.411081974959,63.6426811298794,86.4767996295,118.393543180605,60.559746519661,85.3957117141219,121.568555798119,57.6375724133043,84.3606461723212,124.931389238662,54.8718850602925,83.3702757772361,128.48224036054,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Chestnut-vented Nuthatch","Sitta nagaensis","chvnut1","Passeriformes","Sittidae (Nuthatches)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,"Chestnut-vented Nuthatch","Sitta nagaensis","Chestnut-vented Nuthatch","Sitta nagaensis","Least Concern","Schedule-II","","",NA,"","","",11,NA,0.318181818181818,0.727272727272727,7.54545454545455,2.23261178262161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kashmir Nuthatch","Sitta cashmirensis","kasnut1","Passeriformes","Sittidae (Nuthatches)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Western Himalayas","Forest & Plantation","Resident",NA,NA,"Kashmir Nuthatch","Sitta cashmirensis","Kashmir Nuthatch","Sitta cashmirensis","Least Concern","Schedule-II","","",NA,"","","X",27,0.185185185185185,0.264550264550265,0.518518518518518,9.18518518518519,1.90344707660904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"White-tailed Nuthatch","Sitta himalayensis","whtnut1","Passeriformes","Sittidae (Nuthatches)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","Yes","Himalayas","Forest","Resident",NA,NA,"White-tailed Nuthatch","Sitta himalayensis","White-tailed Nuthatch","Sitta himalayensis","Least Concern","Schedule-II","","",NA,"X","X","X",122,0.180327868852459,0.431352459016393,0.532786885245902,11.983606557377,1.07902093135187,57.5533235895826,76.0583571615535,97.7512384605587,-5.31668537783857,-0.581055850451445,4.15457367693568,72.3369390549106,93.5215790207585,121.43301509275,68.5793025584994,92.8073316058918,126.351550338379,64.9694546809455,92.1335645735335,131.710108303032,61.5334329157562,91.4994823994485,137.483340487078,58.2796568800198,90.9043373119565,143.666509357557,55.2076974050296,90.3474278025572,150.266712239589,52.3125912434973,89.8280972324638,157.298579772928,"eBird Data Indecisive","eBird Data Indecisive","Low"
"White-cheeked Nuthatch","Sitta leucopsis","whcnut1","Passeriformes","Sittidae (Nuthatches)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Invertebrate","No","No","Yes","Western Himalayas","Forest","Resident",NA,NA,"White-cheeked Nuthatch","Sitta leucopsis","White-cheeked Nuthatch","Sitta leucopsis","Least Concern","Schedule-II","","",NA,"","","X",69,0.144927536231884,0.255434782608696,0.333333333333333,9.3768115942029,1.27587292344001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Yunnan Nuthatch","Sitta yunnanensis","yunnut1","Passeriformes","Sittidae (Nuthatches)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,"Yunnan Nuthatch","Sitta yunnanensis","Yunnan Nuthatch","Sitta yunnanensis","Near Threatened","Schedule-II","","",NA,"","","",2,NA,0.571428571428571,1,4.5,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Velvet-fronted Nuthatch","Sitta frontalis","vefnut1","Passeriformes","Sittidae (Nuthatches)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Resident",1,NA,"Velvet-fronted Nuthatch","Sitta frontalis","Velvet-fronted Nuthatch","Sitta frontalis","Least Concern","Schedule-II","","",NA,"X","X","X",403,0.198511166253102,0.445409429280397,0.506203473945409,14.5334987593052,0.733420747587978,40.9750359344061,51.1513805338403,62.8414887558934,-3.93957183107126,0.248028746025513,4.43562932312228,87.1840495930039,105.88122349888,128.978109224547,85.789938288413,107.856056865995,136.170379824583,84.3724963352361,109.90233912273,143.966090500912,82.962787751933,112.022660417462,152.368560567983,81.577913473858,114.219723519812,161.398132802323,80.2275280845059,116.496348925801,171.085889023462,78.9170980376043,118.855480213962,181.470645299076,"Declining","eBird Data Indecisive","Moderate"
"Beautiful Nuthatch","Sitta formosa","beanut1","Passeriformes","Sittidae (Nuthatches)","High","Data Deficient","Data Deficient",NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,"Beautiful Nuthatch","Sitta formosa","Beautiful Nuthatch","Sitta formosa","Vulnerable","Schedule-I","","",NA,"","","",21,0.0952380952380952,0.291666666666667,0.285714285714286,8.85714285714286,2.1694730542999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodgson's Treecreeper","Certhia hodgsoni","eurtre3","Passeriformes","Certhiidae (Treecreepers)","Moderate","Data Deficient","Data Deficient",NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest","Resident",NA,NA,"Hodgson's Treecreeper","Certhia hodgsoni","Hodgson's Treecreeper","Certhia hodgsoni","Least Concern","Schedule-II","","",NA,"","","",74,0.175675675675676,0.288851351351351,0.324324324324324,11.8243243243243,1.38636953114978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bar-tailed Treecreeper","Certhia himalayana","battre1","Passeriformes","Certhiidae (Treecreepers)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Resident",NA,NA,"Bar-tailed Treecreeper","Certhia himalayana","Bar-tailed Treecreeper","Certhia himalayana","Least Concern","Schedule-II","","",NA,"X","X","X",212,0.169811320754717,0.468160377358491,0.556603773584906,10.7122641509434,0.775205341713423,64.0327141404396,81.6575793457915,107.040153933803,-6.56572577686511,-2.4316147036215,1.70249636962211,65.8241990230299,82.5541239018568,103.948440576442,62.1869119107971,81.1987583349948,106.61127744532,58.7155229125191,79.8965335608605,109.526549831085,55.4275241799258,78.6455565397285,112.664830850676,52.3263386317019,77.4440221095551,116.012820631306,49.4084677053501,76.2902088425948,119.566100375002,46.6669897060343,75.1824751201979,123.325549808221,"Stable","eBird Data Indecisive","Low"
"Rusty-flanked Treecreeper","Certhia nipalensis","ruftre4","Passeriformes","Certhiidae (Treecreepers)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Invertebrate","No","No","Yes","Himalayas","Forest","Resident",NA,NA,"Rusty-flanked Treecreeper","Certhia nipalensis","Rusty-flanked Treecreeper","Certhia nipalensis","Least Concern","Schedule-II","","",NA,"","","X",38,0.210526315789474,0.457236842105263,0.552631578947368,12.5263157894737,2.09703341658122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Sikkim Treecreeper","Certhia discolor","bnttre1","Passeriformes","Certhiidae (Treecreepers)","Moderate","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Himalayas","Forest","Resident",NA,NA,"Sikkim Treecreeper","Certhia discolor","Sikkim Treecreeper","Certhia discolor","Least Concern","Schedule-II","","",NA,"","","X",28,0.285714285714286,0.477678571428571,0.607142857142857,13.1428571428571,2.5636952496998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
