"eBird.English.Name.2022","eBird.Scientific.Name.2022","eBird.Code","Order","Family","SOIB.Concern.Status","SOIB.Long.Term.Status","SOIB.Current.Status","SOIB.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SOIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km2022","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2023.lci","proj2023.mean","proj2023.rci","proj2024.lci","proj2024.mean","proj2024.rci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","SOIBv2.Long.Term.Status","SOIBv2.Current.Status","SOIBv2.Priority.Status"
"Brown Shrike","Lanius cristatus","brnshr","Passeriformes","Laniidae (Shrikes)","Low","Stable","Moderate Decline","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Winter Migrant",NA,NA,"Brown Shrike","Lanius cristatus","Brown Shrike","Lanius cristatus","Least Concern","Schedule-II","","",NA,"X","X","X",1649,0.111582777440873,0.402516676773802,0.540327471194663,11.5215281989084,0.327677568695394,65.8418727419333,77.9466173483738,93.3610044963911,-2.23498606466715,1.11897274818368,4.4729315610345,91.8082736131877,106.442186746038,123.650714218958,89.8147220119565,106.916685860788,127.62274007094,87.8219006587022,107.413600980478,131.856285020008,85.8546387888814,107.933235554869,136.332367808017,83.9262724063963,108.475907079151,141.044108631675,82.0440271519796,109.04194741988,145.991367570119,80.21170275801,109.631703155856,151.178083412991,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Burmese Shrike","Lanius collurioides","burshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","None","Winter Migrant & Localized Summer Migrant",NA,NA,"Burmese Shrike","Lanius collurioides","Burmese Shrike","Lanius collurioides","Least Concern","Schedule-II","","",NA,"","","",5,NA,0.2,NA,11.2,4.22196920879345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bay-backed Shrike","Lanius vittatus","babshr1","Passeriformes","Laniidae (Shrikes)","Moderate","Moderate Decline","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Open Habitat","Resident & Local Migrant",1,NA,"Bay-backed Shrike","Lanius vittatus","Bay-backed Shrike","Lanius vittatus","Least Concern","Schedule-II","","",NA,"X","X","X",1829,0.0721705850191361,0.340008201202843,0.450519409513395,10.8053581191908,0.304501215535202,39.1385996882983,46.4870655663674,55.1206026357504,-3.89333205407987,-1.04113002794456,1.81107199819075,78.1519478954079,90.7645761943674,105.59729384325,75.1365601683139,89.6297393231444,107.179254951223,72.1980473064853,88.522686776192,108.892761436039,69.3552327295397,87.4427004883049,110.713413581643,66.6163376411905,86.3890852766574,112.62788863112,63.9840740346212,85.3611680702778,114.628828461575,61.4581690488137,84.3582971681066,116.71229739477,"Declining","Stable","Low"
"Long-tailed Shrike","Lanius schach","lotshr1","Passeriformes","Laniidae (Shrikes)","Moderate","Stable","Strong Decline","Large","Diurnal","Diurnal","Invertebrate","No","No","No","None","Open Habitat","Resident & Within-India Migrant",NA,NA,"Long-tailed Shrike","Lanius schach","Long-tailed Shrike","Lanius schach","Least Concern","Schedule-II","","",NA,"X","X","X",2904,0.0953856749311295,0.389376721763085,0.517217630853995,9.63911845730028,0.229966154434039,59.4720015113869,72.0936332347238,88.9811389156451,-4.05072810438288,-0.888991849388941,2.27274440560499,80.0300780826271,92.4150227675153,106.910307045085,77.2829571697819,91.5636137034206,108.757342830084,74.5986635482456,90.7409364225548,110.749673719463,71.9959289330287,89.9463277787972,112.864701448571,69.4832359436246,89.1791509568298,115.090564730805,67.0637290410798,88.4387945891583,117.421212930976,64.7376501078498,87.7246719129044,119.853956738231,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Gray-backed Shrike","Lanius tephronotus","gybshr1","Passeriformes","Laniidae (Shrikes)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Open Habitat","Winter Migrant & Localized Summer Migrant",NA,NA,"Grey-backed Shrike","Lanius tephronotus","Grey-backed Shrike","Lanius tephronotus","Least Concern","Schedule-II","","",NA,"X","X","X",332,0.177710843373494,0.36558734939759,0.5,9.77710843373494,0.632985666895418,51.388828910521,64.0808177343444,78.8271559995171,-4.20650002349556,-0.118208526598359,3.97008297029885,81.396317964991,99.6536410579532,122.42126399534,78.8211349555968,100.037001511488,127.565083439108,76.2848457790978,100.453779372085,133.119165036571,73.8160468212628,100.90438181762,139.066901660923,71.4287386485921,101.389247491342,145.408058245728,69.1292701700856,101.908847180475,152.151898210009,66.9197920128017,102.463684542784,159.313810211753,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Great Gray Shrike","Lanius excubitor","norshr1","Passeriformes","Laniidae (Shrikes)","High","Strong Decline","Moderate Decline","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Grassland","Resident & Winter Migrant",1,NA,"Great Grey Shrike","Lanius excubitor","Great Grey Shrike","Lanius excubitor","Least Concern","Schedule-II","","",NA,"X","X","X",714,0.119047619047619,0.248074229691877,0.327731092436975,10.1148459383753,0.455828472884222,12.8773431321409,15.6397968463139,18.9503205950042,-11.3717495463135,-7.84178753732934,-4.31182552834518,36.2397156123717,48.5806315040875,65.3614214398458,32.0997692240927,45.340008387771,64.3659559790247,28.4020419792464,42.3258639189882,63.5027984601741,25.1163883559551,39.5217197954428,62.7337380388433,22.20537908802,36.912340504231,62.0364501329565,19.6306414568345,34.4836364829527,61.3970488287661,17.3555644413045,32.2225750556119,60.8064200895338,"Rapid Decline","Rapid Decline","High"
"Lesser Gray Shrike","Lanius minor","legshr2","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","Grassland","Uncertain",NA,1,"Lesser Grey Shrike","Lanius minor","Lesser Grey Shrike","Lanius minor","Least Concern","Schedule-II","","",NA,"","","",1,1,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Masked Shrike","Lanius nubicus","masshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","None","Uncertain",NA,1,"Masked Shrike","Lanius nubicus","Masked Shrike","Lanius nubicus","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woodchat Shrike","Lanius senator","wooshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","None","None","Uncertain",NA,1,"Woodchat Shrike","Lanius senator","Woodchat Shrike","Lanius senator","Near Threatened","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Jay","Garrulus glandarius","eurjay1","Passeriformes","Corvidae (Crows, Jays, and Magpies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","None","Forest","Resident & Altitudinal Migrant",NA,NA,"Eurasian Jay","Garrulus glandarius","Eurasian Jay","Garrulus glandarius","Least Concern","Schedule-II","","",NA,"","X","X",123,0.130081300813008,0.377032520325203,0.439024390243902,11.6747967479675,1.05370224247602,NA,NA,NA,-5.6160600360451,-1.04500345357995,3.5260531288852,70.4517543043888,88.0423260494872,110.453093948475,66.3663260686422,86.2941392083197,112.814212229828,62.4866697736717,84.6213540970052,115.429482510734,58.8282022220079,83.0208873423891,118.266462569218,55.3916300293022,81.4898167223507,121.309962922356,52.1705737544472,80.0253726429366,124.554279111429,49.1552808626099,78.6249301181258,127.999354526016,"eBird Data Deficient","eBird Data Indecisive","Low"
"Black-headed Jay","Garrulus lanceolatus","blhjay1","Passeriformes","Corvidae (Crows, Jays, and Magpies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","Yes","Western Himalayas","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,"Black-headed Jay","Garrulus lanceolatus","Black-headed Jay","Garrulus lanceolatus","Least Concern","Schedule-II","","",NA,"X","X","X",134,0.156716417910448,0.435634328358209,0.514925373134328,10.7164179104478,0.991124094157883,47.9723245867521,62.2993385187022,81.3377495905335,-2.41689967487985,2.84466509561791,8.10622986611567,95.1238590292453,120.807351957235,154.058460565592,93.2905870339317,123.62999800789,164.778587547929,91.4284192227386,126.562452050515,176.548204759499,89.5792975358816,129.609317289654,189.40222278342,87.7660940913694,132.775422200737,203.402578888911,86.0015237591346,136.0658323537,218.630083367724,84.2926023670339,139.48586291515,235.180803466486,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Yellow-billed Blue-Magpie","Urocissa flavirostris","gobmag1","Passeriformes","Corvidae (Crows, Jays, and Magpies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","Yes","Himalayas","Forest","Resident & Altitudinal Migrant",NA,NA,"Yellow-billed Blue Magpie","Urocissa flavirostris","Yellow-billed Blue Magpie","Urocissa flavirostris","Least Concern","Schedule-II","","",NA,"X","X","X",199,0.14572864321608,0.46105527638191,0.547738693467337,10.391959798995,0.833025801095409,155.263412933224,203.521944425348,263.37909077961,-2.04779743808645,3.18923430135728,8.42626604080102,101.448346863857,125.577792856682,156.062181006353,100.743108118805,129.521843598832,167.43997104962,99.992527148589,133.644006039441,179.938777999394,99.2360840820558,137.953351455908,193.609282176462,98.4961933955998,142.459473976892,208.528368624519,97.7861354789096,147.172523461152,224.792117003712,97.1140332248805,152.103240614671,242.512847002197,"Rapid Increase","eBird Data Indecisive","Low"
"Red-billed Blue-Magpie","Urocissa erythroryncha","rbbmag","Passeriformes","Corvidae (Crows, Jays, and Magpies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","None","None","Resident",NA,NA,"Red-billed Blue Magpie","Urocissa erythroryncha","Red-billed Blue Magpie","Urocissa erythroryncha","Least Concern","Schedule-II","","",NA,"X","X","X",161,0.149068322981366,0.509316770186335,0.571428571428571,12.304347826087,0.904347428929679,65.5001466654629,83.305119982899,105.203612309164,-5.95550683132028,-2.21886421111653,1.51777840908721,68.388438147508,83.642568485066,102.637129720447,64.874722963692,82.2454642896862,104.747483165347,61.5054572456366,80.8971794355392,107.059223287857,58.298230064387,79.5960973302468,109.543893655697,55.2577192350913,78.3406703179015,112.187391723642,52.3821481937418,77.129416697121,114.983443546701,49.6664588696543,75.9609178846349,117.930370679495,"Stable","eBird Data Indecisive","Low"
"Common Green-Magpie","Cissa chinensis","gremag1","Passeriformes","Corvidae (Crows, Jays, and Magpies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","None","Forest","Resident",NA,NA,"Common Green Magpie","Cissa chinensis","Common Green Magpie","Cissa chinensis","Least Concern","Schedule-II","","",NA,"X","X","X",155,0.174193548387097,0.331451612903226,0.425806451612903,11.4451612903226,1.00343231903395,120.707859655274,162.786180833537,218.054882483038,-3.24066179542302,1.32845784450991,5.89757748444284,88.8565860234608,108.544860016844,133.000544739697,86.5446828631602,109.554761997644,139.272686450792,84.249605189036,110.614056035568,146.056091727641,82.0029129388194,111.723866958749,153.340326320751,79.8208095250855,112.885384698089,161.132657499962,77.7113974206798,114.099866388415,169.450931577504,75.6782930830793,115.368638606999,178.320106494433,"eBird Data Indecisive","eBird Data Indecisive","Low"
"Rufous Treepie","Dendrocitta vagabunda","ruftre2","Passeriformes","Corvidae (Crows, Jays, and Magpies)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Omnivore","No","No","No","None","None","Resident",1,NA,"Rufous Treepie","Dendrocitta vagabunda","Rufous Treepie","Dendrocitta vagabunda","Least Concern","Schedule-II","","",NA,"X","X","X",2862,0.0873515024458421,0.45409678546471,0.575821104122991,9.47973445143256,0.237694666731203,108.891789095436,126.547748050418,146.573766510034,-2.7428196137207,-0.377053339377722,1.98871293496526,87.557044103229,97.8148198564416,109.392727567169,85.841095733487,97.8144465491849,111.626042643469,84.1260778426301,97.8258828269088,113.986448238391,82.4297824899365,97.8491276372311,116.456735574917,80.7618816830803,97.8841841177142,119.027972870917,79.1277226744695,97.9310595933921,121.69571110304,77.5302199019557,97.9897655765536,124.458093395421,"eBird Data Indecisive","Stable","Low"
"Gray Treepie","Dendrocitta formosae","grytre1","Passeriformes","Corvidae (Crows, Jays, and Magpies)","Low","Uncertain","Strong Increase","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","None","Forest","Resident",NA,NA,"Grey Treepie","Dendrocitta formosae","Grey Treepie","Dendrocitta formosae","Least Concern","Schedule-II","","",NA,"X","X","X",344,0.145348837209302,0.412790697674419,0.462209302325581,10.1482558139535,0.622590509622267,135.755248770753,165.220230217482,205.69757467538,-0.124294835450903,4.11745778286076,8.35921040117242,108.741054952283,129.538663982638,154.697517055125,108.192569121246,132.976081291689,164.00247444506,107.584868919057,136.535068669236,174.078532467232,106.952774685228,140.220483863909,184.939864035301,106.316323565114,144.037400606254,196.619408067018,105.687613259395,147.991119016891,209.162350999803,105.074232503238,152.087176552171,222.623049967597,"Increasing","eBird Data Indecisive","Low"
"White-bellied Treepie","Dendrocitta leucogastra","whbtre1","Passeriformes","Corvidae (Crows, Jays, and Magpies)","Moderate","Moderate Decline","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","Yes","Yes","No","Western Ghats","Forest","Resident",NA,NA,"White-bellied Treepie","Dendrocitta leucogastra","White-bellied Treepie","Dendrocitta leucogastra","Least Concern","Schedule-II","","",NA,"X","X","X",105,0.219047619047619,0.579761904761905,0.638095238095238,21.4761904761905,0.771103327628886,35.4866055551583,47.1170089430799,61.4349918896872,-6.58446537310474,-2.61419192512752,1.35608152284971,63.7909387274592,80.8542816352822,102.87454990204,59.9655711844901,79.283373771218,105.383720915345,56.3289280216063,77.7681964899744,108.134383033168,52.8974081304914,76.306751987378,111.094413695872,49.6729360178109,74.8971305396703,114.248354110224,46.6503888928316,73.5375065203552,117.589855996624,43.8212237061399,72.2261346197093,121.117943331788,"Declining","eBird Data Indecisive","Moderate"
"Collared Treepie","Dendrocitta frontalis","coltre1","Passeriformes","Corvidae (Crows, Jays, and Magpies)","Moderate","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","Omnivore","No","No","No","None","Forest","Resident",1,NA,"Collared Treepie","Dendrocitta frontalis","Collared Treepie","Dendrocitta frontalis","Least Concern","Schedule-II","","",NA,"","","X",38,0.105263157894737,0.279605263157895,0.342105263157895,9.73684210526316,1.95397441681352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Andaman Treepie","Dendrocitta bayleii","andtre1","Passeriformes","Corvidae (Crows, Jays, and Magpies)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Omnivore","Yes","Yes","No","Andaman Islands","Forest","Resident",NA,NA,"Andaman Treepie","Dendrocitta bayleii","Andaman Treepie","Dendrocitta bayleii","Vulnerable","Schedule-I","","",NA,"","X","X",19,0.105263157894737,0.513157894736842,0.736842105263158,7.42105263157895,1.8679524657446,NA,NA,NA,-13.6214197748421,-5.31564599982287,2.99012777519639,35.9847413676284,59.326671134435,99.8385264417663,31.380929709748,56.4559453262277,104.520091522394,27.38497207851,53.8483321071369,110.034924272387,23.9360557368458,51.4793535780622,116.384057221674,20.9659557570786,49.3272911806531,123.611439077177,18.4092966264897,47.3728602902046,131.791071840005,16.2072037059423,45.5989268087934,141.022016418486,"eBird Data Deficient","eBird Data Indecisive","High"
"Eurasian Magpie","Pica pica","eurmag1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Alpine & Cold Desert","Resident",NA,NA,"Eurasian Magpie","Pica pica","Eurasian Magpie","Pica pica","Least Concern","Schedule-II","","",NA,"","","",81,0.160493827160494,0.447530864197531,0.654320987654321,5.45679012345679,0.882637900365208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Nutcracker","Nucifraga caryocatactes","eurnut1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","None","Forest","Resident",NA,NA,"Spotted Nutcracker","Nucifraga caryocatactes","Southern Nutcracker","Nucifraga hemispila","Least Concern","Schedule-II","","",NA,"","X","X",87,0.126436781609195,0.364942528735632,0.448275862068966,11.5057471264368,1.31027945831309,NA,NA,NA,-1.43706647392189,11.4945322853525,24.4261310446269,108.903401707417,163.388849116344,247.912088966551,103.27545906988,166.573233362943,272.921880616764,97.8423252368116,169.960440436372,301.519726972388,92.6717857668986,173.559665333946,334.049662495215,87.7897186699418,177.380764546167,370.969474781803,83.2008997018653,181.434298432506,412.840336927212,78.8992582230585,185.731577053052,460.328851733187,"eBird Data Deficient","eBird Data Indecisive",NA
"Kashmir Nutcracker","Nucifraga multipunctata","sponut1","Passeriformes","Corvidae (Crows, Jays, and Magpies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Plant & Seed","No","No","Yes","Western Himalayas","Forest","Resident",NA,NA,"Kashmir Nutcracker","Nucifraga multipunctata","Large-spotted Nutcracker","Nucifraga multipunctata","Least Concern","Schedule-II","","",NA,"","","X",33,0.181818181818182,0.208333333333333,0.484848484848485,7.78787878787879,1.86441634330794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Red-billed Chough","Pyrrhocorax pyrrhocorax","rebcho1","Passeriformes","Corvidae (Crows, Jays, and Magpies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","None","Alpine & Cold Desert","Resident & Altitudinal Migrant",NA,NA,"Red-billed Chough","Pyrrhocorax pyrrhocorax","Red-billed Chough","Pyrrhocorax pyrrhocorax","Least Concern","Schedule-II","","",NA,"","","X",210,0.219047619047619,0.355952380952381,0.452380952380952,7.04285714285714,0.706992317611079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Yellow-billed Chough","Pyrrhocorax graculus","yebcho1","Passeriformes","Corvidae (Crows, Jays, and Magpies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","None","Alpine & Cold Desert","Resident & Altitudinal Migrant",NA,NA,"Yellow-billed Chough","Pyrrhocorax graculus","Yellow-billed Chough","Pyrrhocorax graculus","Least Concern","Schedule-II","","",NA,"","","X",188,0.127659574468085,0.331781914893617,0.420212765957447,6.84574468085106,0.782015983149416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Eurasian Jackdaw","Corvus monedula","eurjac","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","None","None","Resident",NA,NA,"Eurasian Jackdaw","Corvus monedula","Eurasian Jackdaw","Corvus monedula","Least Concern","Schedule-II","","",NA,"","","",48,0.125,0.361979166666667,0.666666666666667,8.41666666666667,1.51037538583843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"House Crow","Corvus splendens","houcro1","Passeriformes","Corvidae (Crows, Jays, and Magpies)","Low","Moderate Increase","Stable","Very Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Resident",NA,NA,"House Crow","Corvus splendens","House Crow","Corvus splendens","Least Concern","Not protected","","",NA,"X","X","X",3808,0.100840336134454,0.47515099789916,0.590336134453782,8.43408613445378,0.19951935724671,105.834527202987,121.958423646651,139.738289186928,-4.17013048145163,-2.01945115751019,0.131228166431244,74.8369197061112,83.516057737124,93.2966171650849,71.70180506298,81.6040101194187,93.0055623601961,68.6704894984195,79.7448400502606,92.7813123596053,65.7539859585345,77.93691356713,92.6050558795145,62.9558484912795,76.1786517900571,92.4658513654533,60.275813546629,74.4685289303998,92.3569637481707,57.7115985305299,72.8050703758441,92.2740451853464,"eBird Data Indecisive","Stable","Low"
"Rook","Corvus frugilegus","rook1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","None","Open Habitat","Winter Migrant",NA,NA,"Rook","Corvus frugilegus","Rook","Corvus frugilegus","Least Concern","Schedule-II","","",NA,"","","",5,NA,0.657142857142857,0.6,12.6,7.29688810384262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carrion Crow","Corvus corone","carcro1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Alpine & Cold Desert","Resident",NA,NA,"Carrion Crow","Corvus corone","Carrion Crow","Corvus corone","Least Concern","Schedule-II","","",NA,"","","",46,0.260869565217391,0.209239130434783,0.391304347826087,8.1304347826087,1.52383268548425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hooded Crow","Corvus cornix","hoocro1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Uncertain",NA,1,"Hooded Crow","Corvus cornix","Not at species rank","Corvus corone cornix","Least Concern","Schedule-II","","",NA,"","","",1,1,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Large-billed Crow","Corvus macrorhynchos","labcro1","Passeriformes","Corvidae (Crows, Jays, and Magpies)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Omnivore","No","No","No","None","None","Resident",NA,NA,"Large-billed Crow","Corvus macrorhynchos","Large-billed Crow","Corvus macrorhynchos","Least Concern","Schedule-II","","",NA,"X","X","X",3300,0.125757575757576,0.458106060606061,0.555454545454545,9.07757575757576,0.216277402701548,77.0510261808527,87.9889226116014,100.83556351799,-2.93070891422328,-0.63024092898842,1.67022705624644,84.5617621572275,94.2879730109578,105.231327485498,82.2803867895129,93.5487993758649,106.49904777655,80.0284669568892,92.8256365620285,107.856875498712,77.8222564634362,92.1181963110964,109.286372251844,75.6700436655788,91.4261977382684,110.777219274002,73.5759047683679,90.749367148451,112.323459793234,71.5415708077426,90.0874378577284,113.921627966782,"Stable","Stable","Low"
"Pied Crow","Corvus albus","piecro1","Passeriformes","Corvidae (Crows, Jays, and Magpies)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","None","Uncertain",NA,1,"Pied Crow","Corvus albus","Pied Crow","Corvus albus","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Common Raven","Corvus corax","comrav","Passeriformes","Corvidae (Crows, Jays, and Magpies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","None","Open Habitat","Resident & Altitudinal Migrant",NA,NA,"Common Raven","Corvus corax","Common Raven","Corvus corax","Least Concern","Schedule-II","","",NA,"","","X",167,0.149700598802395,0.287425149700599,0.395209580838323,7.63473053892216,0.807612267223506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eBird Data Deficient","eBird Data Deficient","Moderate"
"Yellow-bellied Fairy-Fantail","Chelidorhynx hypoxanthus","yebfan1","Passeriformes","Stenostiridae (Fairy Flycatchers)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,"Yellow-bellied Fantail","Chelidorhynx hypoxanthus","Yellow-bellied Fairy-fantail","Chelidorhynx hypoxanthus","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",265,0.177358490566038,0.375943396226415,0.426415094339623,11.0754716981132,0.733368238408186,35.4249568196379,47.4849072890675,64.6716708913998,-7.56271287802438,-2.46834908059913,2.62601471682611,59.3444807726336,78.4136771670284,104.241570287972,54.7913728987375,76.0749196872405,106.523691348559,50.5539439889375,73.8456061035619,109.097958876037,46.6368244516653,71.720373442179,111.927100858972,43.0291273347215,69.6941691032713,114.994407748635,39.7132373042052,67.7622323714876,118.294554846208,36.6689890517769,65.9200771449529,121.829090749248,"Declining","eBird Data Indecisive","Moderate"
"Gray-headed Canary-Flycatcher","Culicicapa ceylonensis","gyhcaf1","Passeriformes","Stenostiridae (Fairy Flycatchers)","Moderate","Moderate Decline","Moderate Decline","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","None","Forest & Plantation","Resident & Within-India Migrant",NA,NA,"Grey-headed Canary-flycatcher","Culicicapa ceylonensis","Grey-headed Canary-flycatcher","Culicicapa ceylonensis","Least Concern","Schedule-II","","Appendix II",NA,"X","X","X",1110,0.127927927927928,0.350563063063063,0.455855855855856,11.3900900900901,0.391372527524621,36.5993672032315,43.5221871286468,52.232233312377,-6.03019666401689,-3.12913941443801,-0.228082164859141,66.3702430054556,78.1427303196571,92.1858634885465,62.9738939286819,76.3391014863593,92.7964273297282,59.7171109894082,74.5904964833094,93.5126389558347,56.6130076835675,72.8950444637638,94.3090669039498,53.6645557232169,71.2509445579028,95.171305261779,50.8696492930709,69.6564630795738,96.0908531795843,48.2235948600421,68.1099308508625,97.0625729120992,"Declining","eBird Data Indecisive","Moderate"
